vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
VOTOS NULOS,47.0,3.83,080428,PERÚ,HUANCAVELICA,CASTROVIRREYNA,TICRAPO
TOTAL DE VOTOS EMITIDOS,1228.0,100.0,080428,PERÚ,HUANCAVELICA,CASTROVIRREYNA,TICRAPO
TOTAL DE VOTOS VÁLIDOS,12801.0,72.0,080700,PERÚ,HUANCAVELICA,CHURCAMPA,TODOS
VOTOS EN BLANCO,3840.0,21.6,080700,PERÚ,HUANCAVELICA,CHURCAMPA,TODOS
VOTOS NULOS,1138.0,6.4,080700,PERÚ,HUANCAVELICA,CHURCAMPA,TODOS
TOTAL DE VOTOS EMITIDOS,17779.0,100.0,080700,PERÚ,HUANCAVELICA,CHURCAMPA,TODOS
TOTAL DE VOTOS VÁLIDOS,1934.0,70.79,080702,PERÚ,HUANCAVELICA,CHURCAMPA,ANCO
VOTOS EN BLANCO,617.0,22.58,080702,PERÚ,HUANCAVELICA,CHURCAMPA,ANCO
VOTOS NULOS,181.0,6.63,080702,PERÚ,HUANCAVELICA,CHURCAMPA,ANCO
TOTAL DE VOTOS EMITIDOS,2732.0,100.0,080702,PERÚ,HUANCAVELICA,CHURCAMPA,ANCO
TOTAL DE VOTOS VÁLIDOS,857.0,68.23,080703,PERÚ,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI
VOTOS EN BLANCO,333.0,26.51,080703,PERÚ,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI
VOTOS NULOS,66.0,5.25,080703,PERÚ,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI
TOTAL DE VOTOS EMITIDOS,1256.0,100.0,080703,PERÚ,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI
TOTAL DE VOTOS VÁLIDOS,2027.0,73.71,080701,PERÚ,HUANCAVELICA,CHURCAMPA,CHURCAMPA
VOTOS EN BLANCO,553.0,20.11,080701,PERÚ,HUANCAVELICA,CHURCAMPA,CHURCAMPA
VOTOS NULOS,170.0,6.18,080701,PERÚ,HUANCAVELICA,CHURCAMPA,CHURCAMPA
TOTAL DE VOTOS EMITIDOS,2750.0,100.0,080701,PERÚ,HUANCAVELICA,CHURCAMPA,CHURCAMPA
TOTAL DE VOTOS VÁLIDOS,1121.0,72.65,080711,PERÚ,HUANCAVELICA,CHURCAMPA,COSME
VOTOS EN BLANCO,345.0,22.36,080711,PERÚ,HUANCAVELICA,CHURCAMPA,COSME
VOTOS NULOS,77.0,4.99,080711,PERÚ,HUANCAVELICA,CHURCAMPA,COSME
TOTAL DE VOTOS EMITIDOS,1543.0,100.0,080711,PERÚ,HUANCAVELICA,CHURCAMPA,COSME
TOTAL DE VOTOS VÁLIDOS,944.0,70.34,080704,PERÚ,HUANCAVELICA,CHURCAMPA,EL CARMEN
VOTOS EN BLANCO,307.0,22.88,080704,PERÚ,HUANCAVELICA,CHURCAMPA,EL CARMEN
VOTOS NULOS,91.0,6.78,080704,PERÚ,HUANCAVELICA,CHURCAMPA,EL CARMEN
TOTAL DE VOTOS EMITIDOS,1342.0,100.0,080704,PERÚ,HUANCAVELICA,CHURCAMPA,EL CARMEN
TOTAL DE VOTOS VÁLIDOS,328.0,75.06,080705,PERÚ,HUANCAVELICA,CHURCAMPA,LA MERCED
VOTOS EN BLANCO,96.0,21.97,080705,PERÚ,HUANCAVELICA,CHURCAMPA,LA MERCED
VOTOS NULOS,13.0,2.97,080705,PERÚ,HUANCAVELICA,CHURCAMPA,LA MERCED
TOTAL DE VOTOS EMITIDOS,437.0,100.0,080705,PERÚ,HUANCAVELICA,CHURCAMPA,LA MERCED
TOTAL DE VOTOS VÁLIDOS,1546.0,72.04,080706,PERÚ,HUANCAVELICA,CHURCAMPA,LOCROJA
VOTOS EN BLANCO,404.0,18.83,080706,PERÚ,HUANCAVELICA,CHURCAMPA,LOCROJA
VOTOS NULOS,196.0,9.13,080706,PERÚ,HUANCAVELICA,CHURCAMPA,LOCROJA
TOTAL DE VOTOS EMITIDOS,2146.0,100.0,080706,PERÚ,HUANCAVELICA,CHURCAMPA,LOCROJA
TOTAL DE VOTOS VÁLIDOS,723.0,70.4,080710,PERÚ,HUANCAVELICA,CHURCAMPA,PACHAMARCA
VOTOS EN BLANCO,240.0,23.37,080710,PERÚ,HUANCAVELICA,CHURCAMPA,PACHAMARCA
VOTOS NULOS,64.0,6.23,080710,PERÚ,HUANCAVELICA,CHURCAMPA,PACHAMARCA
TOTAL DE VOTOS EMITIDOS,1027.0,100.0,080710,PERÚ,HUANCAVELICA,CHURCAMPA,PACHAMARCA
TOTAL DE VOTOS VÁLIDOS,1809.0,71.87,080707,PERÚ,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA
VOTOS EN BLANCO,569.0,22.61,080707,PERÚ,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA
VOTOS NULOS,139.0,5.52,080707,PERÚ,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA
TOTAL DE VOTOS EMITIDOS,2517.0,100.0,080707,PERÚ,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA
TOTAL DE VOTOS VÁLIDOS,450.0,83.8,080708,PERÚ,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC
VOTOS EN BLANCO,73.0,13.59,080708,PERÚ,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC
VOTOS NULOS,14.0,2.61,080708,PERÚ,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC
TOTAL DE VOTOS EMITIDOS,537.0,100.0,080708,PERÚ,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC
TOTAL DE VOTOS VÁLIDOS,1062.0,71.18,080709,PERÚ,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS
VOTOS EN BLANCO,303.0,20.31,080709,PERÚ,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS
VOTOS NULOS,127.0,8.51,080709,PERÚ,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS
TOTAL DE VOTOS EMITIDOS,1492.0,100.0,080709,PERÚ,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS
TOTAL DE VOTOS VÁLIDOS,52254.0,76.92,080100,PERÚ,HUANCAVELICA,HUANCAVELICA,TODOS
VOTOS EN BLANCO,11028.0,16.23,080100,PERÚ,HUANCAVELICA,HUANCAVELICA,TODOS
VOTOS NULOS,4652.0,6.85,080100,PERÚ,HUANCAVELICA,HUANCAVELICA,TODOS
TOTAL DE VOTOS EMITIDOS,67934.0,100.0,080100,PERÚ,HUANCAVELICA,HUANCAVELICA,TODOS
TOTAL DE VOTOS VÁLIDOS,924.0,74.82,080102,PERÚ,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA
VOTOS EN BLANCO,248.0,20.08,080102,PERÚ,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA
VOTOS NULOS,63.0,5.1,080102,PERÚ,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA
TOTAL DE VOTOS EMITIDOS,1235.0,100.0,080102,PERÚ,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA
TOTAL DE VOTOS VÁLIDOS,8034.0,71.69,080103,PERÚ,HUANCAVELICA,HUANCAVELICA,ACORIA
VOTOS EN BLANCO,2464.0,21.99,080103,PERÚ,HUANCAVELICA,HUANCAVELICA,ACORIA
VOTOS NULOS,708.0,6.32,080103,PERÚ,HUANCAVELICA,HUANCAVELICA,ACORIA
TOTAL DE VOTOS EMITIDOS,11206.0,100.0,080103,PERÚ,HUANCAVELICA,HUANCAVELICA,ACORIA
TOTAL DE VOTOS VÁLIDOS,5358.0,84.97,080119,PERÚ,HUANCAVELICA,HUANCAVELICA,ASCENSION
VOTOS EN BLANCO,633.0,10.04,080119,PERÚ,HUANCAVELICA,HUANCAVELICA,ASCENSION
VOTOS NULOS,315.0,5.0,080119,PERÚ,HUANCAVELICA,HUANCAVELICA,ASCENSION
TOTAL DE VOTOS EMITIDOS,6306.0,100.0,080119,PERÚ,HUANCAVELICA,HUANCAVELICA,ASCENSION
TOTAL DE VOTOS VÁLIDOS,432.0,72.24,080104,PERÚ,HUANCAVELICA,HUANCAVELICA,CONAYCA
VOTOS EN BLANCO,121.0,20.23,080104,PERÚ,HUANCAVELICA,HUANCAVELICA,CONAYCA
VOTOS NULOS,45.0,7.53,080104,PERÚ,HUANCAVELICA,HUANCAVELICA,CONAYCA
TOTAL DE VOTOS EMITIDOS,598.0,100.0,080104,PERÚ,HUANCAVELICA,HUANCAVELICA,CONAYCA
TOTAL DE VOTOS VÁLIDOS,844.0,75.02,080105,PERÚ,HUANCAVELICA,HUANCAVELICA,CUENCA
VOTOS EN BLANCO,230.0,20.44,080105,PERÚ,HUANCAVELICA,HUANCAVELICA,CUENCA
VOTOS NULOS,51.0,4.53,080105,PERÚ,HUANCAVELICA,HUANCAVELICA,CUENCA
TOTAL DE VOTOS EMITIDOS,1125.0,100.0,080105,PERÚ,HUANCAVELICA,HUANCAVELICA,CUENCA
TOTAL DE VOTOS VÁLIDOS,880.0,72.49,080106,PERÚ,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA
VOTOS EN BLANCO,231.0,19.03,080106,PERÚ,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA
VOTOS NULOS,103.0,8.48,080106,PERÚ,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA
TOTAL DE VOTOS EMITIDOS,1214.0,100.0,080106,PERÚ,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA
TOTAL DE VOTOS VÁLIDOS,19319.0,83.25,080101,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA
VOTOS EN BLANCO,2390.0,10.3,080101,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA
VOTOS NULOS,1497.0,6.45,080101,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA
TOTAL DE VOTOS EMITIDOS,23206.0,100.0,080101,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA
TOTAL DE VOTOS VÁLIDOS,2755.0,71.99,080120,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANDO
VOTOS EN BLANCO,832.0,21.74,080120,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANDO
VOTOS NULOS,240.0,6.27,080120,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANDO
TOTAL DE VOTOS EMITIDOS,3827.0,100.0,080120,PERÚ,HUANCAVELICA,HUANCAVELICA,HUANDO
TOTAL DE VOTOS VÁLIDOS,206.0,47.58,080108,PERÚ,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA
VOTOS EN BLANCO,72.0,16.63,080108,PERÚ,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA
VOTOS NULOS,155.0,35.8,080108,PERÚ,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA
TOTAL DE VOTOS EMITIDOS,433.0,100.0,080108,PERÚ,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA
TOTAL DE VOTOS VÁLIDOS,568.0,81.61,080109,PERÚ,HUANCAVELICA,HUANCAVELICA,IZCUCHACA
VOTOS EN BLANCO,90.0,12.93,080109,PERÚ,HUANCAVELICA,HUANCAVELICA,IZCUCHACA
VOTOS NULOS,38.0,5.46,080109,PERÚ,HUANCAVELICA,HUANCAVELICA,IZCUCHACA
TOTAL DE VOTOS EMITIDOS,696.0,100.0,080109,PERÚ,HUANCAVELICA,HUANCAVELICA,IZCUCHACA
TOTAL DE VOTOS VÁLIDOS,418.0,77.7,080110,PERÚ,HUANCAVELICA,HUANCAVELICA,LARIA
VOTOS EN BLANCO,95.0,17.66,080110,PERÚ,HUANCAVELICA,HUANCAVELICA,LARIA
VOTOS NULOS,25.0,4.65,080110,PERÚ,HUANCAVELICA,HUANCAVELICA,LARIA
TOTAL DE VOTOS EMITIDOS,538.0,100.0,080110,PERÚ,HUANCAVELICA,HUANCAVELICA,LARIA
TOTAL DE VOTOS VÁLIDOS,364.0,71.51,080111,PERÚ,HUANCAVELICA,HUANCAVELICA,MANTA
VOTOS EN BLANCO,103.0,20.24,080111,PERÚ,HUANCAVELICA,HUANCAVELICA,MANTA
VOTOS NULOS,42.0,8.25,080111,PERÚ,HUANCAVELICA,HUANCAVELICA,MANTA
TOTAL DE VOTOS EMITIDOS,509.0,100.0,080111,PERÚ,HUANCAVELICA,HUANCAVELICA,MANTA
TOTAL DE VOTOS VÁLIDOS,580.0,72.59,080112,PERÚ,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES
VOTOS EN BLANCO,173.0,21.65,080112,PERÚ,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES
VOTOS NULOS,46.0,5.76,080112,PERÚ,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES
TOTAL DE VOTOS EMITIDOS,799.0,100.0,080112,PERÚ,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES
TOTAL DE VOTOS VÁLIDOS,506.0,70.57,080113,PERÚ,HUANCAVELICA,HUANCAVELICA,MOYA
VOTOS EN BLANCO,173.0,24.13,080113,PERÚ,HUANCAVELICA,HUANCAVELICA,MOYA
VOTOS NULOS,38.0,5.3,080113,PERÚ,HUANCAVELICA,HUANCAVELICA,MOYA
TOTAL DE VOTOS EMITIDOS,717.0,100.0,080113,PERÚ,HUANCAVELICA,HUANCAVELICA,MOYA
TOTAL DE VOTOS VÁLIDOS,815.0,75.6,080114,PERÚ,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO
VOTOS EN BLANCO,218.0,20.22,080114,PERÚ,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO
VOTOS NULOS,45.0,4.17,080114,PERÚ,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO
TOTAL DE VOTOS EMITIDOS,1078.0,100.0,080114,PERÚ,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO
TOTAL DE VOTOS VÁLIDOS,1362.0,77.56,080115,PERÚ,HUANCAVELICA,HUANCAVELICA,PALCA
VOTOS EN BLANCO,308.0,17.54,080115,PERÚ,HUANCAVELICA,HUANCAVELICA,PALCA
VOTOS NULOS,86.0,4.9,080115,PERÚ,HUANCAVELICA,HUANCAVELICA,PALCA
TOTAL DE VOTOS EMITIDOS,1756.0,100.0,080115,PERÚ,HUANCAVELICA,HUANCAVELICA,PALCA
TOTAL DE VOTOS VÁLIDOS,313.0,73.47,080116,PERÚ,HUANCAVELICA,HUANCAVELICA,PILCHACA
VOTOS EN BLANCO,83.0,19.48,080116,PERÚ,HUANCAVELICA,HUANCAVELICA,PILCHACA
VOTOS NULOS,30.0,7.04,080116,PERÚ,HUANCAVELICA,HUANCAVELICA,PILCHACA
TOTAL DE VOTOS EMITIDOS,426.0,100.0,080116,PERÚ,HUANCAVELICA,HUANCAVELICA,PILCHACA
TOTAL DE VOTOS VÁLIDOS,801.0,68.99,080117,PERÚ,HUANCAVELICA,HUANCAVELICA,VILCA
VOTOS EN BLANCO,297.0,25.58,080117,PERÚ,HUANCAVELICA,HUANCAVELICA,VILCA
VOTOS NULOS,63.0,5.43,080117,PERÚ,HUANCAVELICA,HUANCAVELICA,VILCA
TOTAL DE VOTOS EMITIDOS,1161.0,100.0,080117,PERÚ,HUANCAVELICA,HUANCAVELICA,VILCA
TOTAL DE VOTOS VÁLIDOS,7775.0,70.02,080118,PERÚ,HUANCAVELICA,HUANCAVELICA,YAULI
VOTOS EN BLANCO,2267.0,20.42,080118,PERÚ,HUANCAVELICA,HUANCAVELICA,YAULI
VOTOS NULOS,1062.0,9.56,080118,PERÚ,HUANCAVELICA,HUANCAVELICA,YAULI
TOTAL DE VOTOS EMITIDOS,11104.0,100.0,080118,PERÚ,HUANCAVELICA,HUANCAVELICA,YAULI
TOTAL DE VOTOS VÁLIDOS,8752.0,75.79,080600,PERÚ,HUANCAVELICA,HUAYTARA,TODOS
VOTOS EN BLANCO,2272.0,19.68,080600,PERÚ,HUANCAVELICA,HUAYTARA,TODOS
VOTOS NULOS,523.0,4.53,080600,PERÚ,HUANCAVELICA,HUAYTARA,TODOS
TOTAL DE VOTOS EMITIDOS,11547.0,100.0,080600,PERÚ,HUANCAVELICA,HUAYTARA,TODOS
TOTAL DE VOTOS VÁLIDOS,365.0,82.39,080601,PERÚ,HUANCAVELICA,HUAYTARA,AYAVI
VOTOS EN BLANCO,69.0,15.58,080601,PERÚ,HUANCAVELICA,HUAYTARA,AYAVI
VOTOS NULOS,9.0,2.03,080601,PERÚ,HUANCAVELICA,HUAYTARA,AYAVI
TOTAL DE VOTOS EMITIDOS,443.0,100.0,080601,PERÚ,HUANCAVELICA,HUAYTARA,AYAVI
TOTAL DE VOTOS VÁLIDOS,612.0,75.65,080602,PERÚ,HUANCAVELICA,HUAYTARA,CORDOVA
VOTOS EN BLANCO,158.0,19.53,080602,PERÚ,HUANCAVELICA,HUAYTARA,CORDOVA
VOTOS NULOS,39.0,4.82,080602,PERÚ,HUANCAVELICA,HUAYTARA,CORDOVA
TOTAL DE VOTOS EMITIDOS,809.0,100.0,080602,PERÚ,HUANCAVELICA,HUAYTARA,CORDOVA
TOTAL DE VOTOS VÁLIDOS,204.0,80.0,080603,PERÚ,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA
VOTOS EN BLANCO,41.0,16.08,080603,PERÚ,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA
VOTOS NULOS,10.0,3.92,080603,PERÚ,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA
TOTAL DE VOTOS EMITIDOS,255.0,100.0,080603,PERÚ,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA
TOTAL DE VOTOS VÁLIDOS,998.0,82.07,080604,PERÚ,HUANCAVELICA,HUAYTARA,HUAYTARA
VOTOS EN BLANCO,183.0,15.05,080604,PERÚ,HUANCAVELICA,HUAYTARA,HUAYTARA
VOTOS NULOS,35.0,2.88,080604,PERÚ,HUANCAVELICA,HUAYTARA,HUAYTARA
TOTAL DE VOTOS EMITIDOS,1216.0,100.0,080604,PERÚ,HUANCAVELICA,HUAYTARA,HUAYTARA
TOTAL DE VOTOS VÁLIDOS,267.0,77.84,080605,PERÚ,HUANCAVELICA,HUAYTARA,LARAMARCA
VOTOS EN BLANCO,66.0,19.24,080605,PERÚ,HUANCAVELICA,HUAYTARA,LARAMARCA
VOTOS NULOS,10.0,2.92,080605,PERÚ,HUANCAVELICA,HUAYTARA,LARAMARCA
TOTAL DE VOTOS EMITIDOS,343.0,100.0,080605,PERÚ,HUANCAVELICA,HUAYTARA,LARAMARCA
TOTAL DE VOTOS VÁLIDOS,390.0,74.71,080606,PERÚ,HUANCAVELICA,HUAYTARA,OCOYO
VOTOS EN BLANCO,113.0,21.65,080606,PERÚ,HUANCAVELICA,HUAYTARA,OCOYO
VOTOS NULOS,19.0,3.64,080606,PERÚ,HUANCAVELICA,HUAYTARA,OCOYO
TOTAL DE VOTOS EMITIDOS,522.0,100.0,080606,PERÚ,HUANCAVELICA,HUAYTARA,OCOYO
TOTAL DE VOTOS VÁLIDOS,1527.0,71.32,080607,PERÚ,HUANCAVELICA,HUAYTARA,PILPICHACA
VOTOS EN BLANCO,490.0,22.89,080607,PERÚ,HUANCAVELICA,HUAYTARA,PILPICHACA
VOTOS NULOS,124.0,5.79,080607,PERÚ,HUANCAVELICA,HUAYTARA,PILPICHACA
TOTAL DE VOTOS EMITIDOS,2141.0,100.0,080607,PERÚ,HUANCAVELICA,HUAYTARA,PILPICHACA
TOTAL DE VOTOS VÁLIDOS,334.0,71.37,080608,PERÚ,HUANCAVELICA,HUAYTARA,QUERCO
VOTOS EN BLANCO,115.0,24.57,080608,PERÚ,HUANCAVELICA,HUAYTARA,QUERCO
VOTOS NULOS,19.0,4.06,080608,PERÚ,HUANCAVELICA,HUAYTARA,QUERCO
TOTAL DE VOTOS EMITIDOS,468.0,100.0,080608,PERÚ,HUANCAVELICA,HUAYTARA,QUERCO
TOTAL DE VOTOS VÁLIDOS,425.0,82.85,080609,PERÚ,HUANCAVELICA,HUAYTARA,QUITO ARMA
VOTOS EN BLANCO,72.0,14.04,080609,PERÚ,HUANCAVELICA,HUAYTARA,QUITO ARMA
VOTOS NULOS,16.0,3.12,080609,PERÚ,HUANCAVELICA,HUAYTARA,QUITO ARMA
TOTAL DE VOTOS EMITIDOS,513.0,100.0,080609,PERÚ,HUANCAVELICA,HUAYTARA,QUITO ARMA
TOTAL DE VOTOS VÁLIDOS,622.0,69.5,080610,PERÚ,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA
VOTOS EN BLANCO,218.0,24.36,080610,PERÚ,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA
VOTOS NULOS,55.0,6.15,080610,PERÚ,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA
TOTAL DE VOTOS EMITIDOS,895.0,100.0,080610,PERÚ,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA
TOTAL DE VOTOS VÁLIDOS,408.0,73.91,080611,PERÚ,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO
VOTOS EN BLANCO,112.0,20.29,080611,PERÚ,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO
VOTOS NULOS,32.0,5.8,080611,PERÚ,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO
TOTAL DE VOTOS EMITIDOS,552.0,100.0,080611,PERÚ,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO
TOTAL DE VOTOS VÁLIDOS,393.0,80.2,080612,PERÚ,HUANCAVELICA,HUAYTARA,SAN ISIDRO
VOTOS EN BLANCO,77.0,15.71,080612,PERÚ,HUANCAVELICA,HUAYTARA,SAN ISIDRO
VOTOS NULOS,20.0,4.08,080612,PERÚ,HUANCAVELICA,HUAYTARA,SAN ISIDRO
TOTAL DE VOTOS EMITIDOS,490.0,100.0,080612,PERÚ,HUANCAVELICA,HUAYTARA,SAN ISIDRO
TOTAL DE VOTOS VÁLIDOS,1121.0,74.44,080613,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS
VOTOS EN BLANCO,304.0,20.19,080613,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS
VOTOS NULOS,81.0,5.38,080613,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS
TOTAL DE VOTOS EMITIDOS,1506.0,100.0,080613,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS
TOTAL DE VOTOS VÁLIDOS,266.0,75.14,080614,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA
VOTOS EN BLANCO,75.0,21.19,080614,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA
VOTOS NULOS,13.0,3.67,080614,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA
TOTAL DE VOTOS EMITIDOS,354.0,100.0,080614,PERÚ,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA
TOTAL DE VOTOS VÁLIDOS,364.0,77.61,080615,PERÚ,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS
VOTOS EN BLANCO,77.0,16.42,080615,PERÚ,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS
VOTOS NULOS,28.0,5.97,080615,PERÚ,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS
TOTAL DE VOTOS EMITIDOS,469.0,100.0,080615,PERÚ,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS
TOTAL DE VOTOS VÁLIDOS,456.0,79.86,080616,PERÚ,HUANCAVELICA,HUAYTARA,TAMBO
VOTOS EN BLANCO,102.0,17.86,080616,PERÚ,HUANCAVELICA,HUAYTARA,TAMBO
VOTOS NULOS,13.0,2.28,080616,PERÚ,HUANCAVELICA,HUAYTARA,TAMBO
TOTAL DE VOTOS EMITIDOS,571.0,100.0,080616,PERÚ,HUANCAVELICA,HUAYTARA,TAMBO
TOTAL DE VOTOS VÁLIDOS,33312.0,71.73,080500,PERÚ,HUANCAVELICA,TAYACAJA,TODOS
VOTOS EN BLANCO,10661.0,22.95,080500,PERÚ,HUANCAVELICA,TAYACAJA,TODOS
VOTOS NULOS,2471.0,5.32,080500,PERÚ,HUANCAVELICA,TAYACAJA,TODOS
TOTAL DE VOTOS EMITIDOS,46444.0,100.0,080500,PERÚ,HUANCAVELICA,TAYACAJA,TODOS
TOTAL DE VOTOS VÁLIDOS,1699.0,70.67,080502,PERÚ,HUANCAVELICA,TAYACAJA,ACOSTAMBO
VOTOS EN BLANCO,570.0,23.71,080502,PERÚ,HUANCAVELICA,TAYACAJA,ACOSTAMBO
VOTOS NULOS,135.0,5.62,080502,PERÚ,HUANCAVELICA,TAYACAJA,ACOSTAMBO
TOTAL DE VOTOS EMITIDOS,2404.0,100.0,080502,PERÚ,HUANCAVELICA,TAYACAJA,ACOSTAMBO
TOTAL DE VOTOS VÁLIDOS,1900.0,76.43,080503,PERÚ,HUANCAVELICA,TAYACAJA,ACRAQUIA
VOTOS EN BLANCO,477.0,19.19,080503,PERÚ,HUANCAVELICA,TAYACAJA,ACRAQUIA
VOTOS NULOS,109.0,4.38,080503,PERÚ,HUANCAVELICA,TAYACAJA,ACRAQUIA
TOTAL DE VOTOS EMITIDOS,2486.0,100.0,080503,PERÚ,HUANCAVELICA,TAYACAJA,ACRAQUIA
TOTAL DE VOTOS VÁLIDOS,1719.0,75.0,080504,PERÚ,HUANCAVELICA,TAYACAJA,AHUAYCHA
VOTOS EN BLANCO,482.0,21.03,080504,PERÚ,HUANCAVELICA,TAYACAJA,AHUAYCHA
VOTOS NULOS,91.0,3.97,080504,PERÚ,HUANCAVELICA,TAYACAJA,AHUAYCHA
TOTAL DE VOTOS EMITIDOS,2292.0,100.0,080504,PERÚ,HUANCAVELICA,TAYACAJA,AHUAYCHA
TOTAL DE VOTOS VÁLIDOS,669.0,68.69,080529,PERÚ,HUANCAVELICA,TAYACAJA,ANDAYMARCA
VOTOS EN BLANCO,255.0,26.18,080529,PERÚ,HUANCAVELICA,TAYACAJA,ANDAYMARCA
VOTOS NULOS,50.0,5.13,080529,PERÚ,HUANCAVELICA,TAYACAJA,ANDAYMARCA
TOTAL DE VOTOS EMITIDOS,974.0,100.0,080529,PERÚ,HUANCAVELICA,TAYACAJA,ANDAYMARCA
TOTAL DE VOTOS VÁLIDOS,4671.0,72.43,080506,PERÚ,HUANCAVELICA,TAYACAJA,COLCABAMBA
VOTOS EN BLANCO,1416.0,21.96,080506,PERÚ,HUANCAVELICA,TAYACAJA,COLCABAMBA
VOTOS NULOS,362.0,5.61,080506,PERÚ,HUANCAVELICA,TAYACAJA,COLCABAMBA
TOTAL DE VOTOS EMITIDOS,6449.0,100.0,080506,PERÚ,HUANCAVELICA,TAYACAJA,COLCABAMBA
TOTAL DE VOTOS VÁLIDOS,4123.0,75.32,080509,PERÚ,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
VOTOS EN BLANCO,1049.0,19.16,080509,PERÚ,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
VOTOS NULOS,302.0,5.52,080509,PERÚ,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
TOTAL DE VOTOS EMITIDOS,5474.0,100.0,080509,PERÚ,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ
TOTAL DE VOTOS VÁLIDOS,1077.0,72.04,080511,PERÚ,HUANCAVELICA,TAYACAJA,HUACHOCOLPA
