vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
VOTOS NULOS,940.0,14.558,200904,PERÚ,PUNO,SAN ROMAN,CARACOTO
TOTAL DE VOTOS EMITIDOS,6457.0,100.0,200904,PERÚ,PUNO,SAN ROMAN,CARACOTO
TOTAL DE VOTOS VÁLIDOS,142286.0,90.92,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
VOTOS EN BLANCO,711.0,0.454,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
VOTOS NULOS,13498.0,8.625,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
TOTAL DE VOTOS EMITIDOS,156495.0,100.0,200901,PERÚ,PUNO,SAN ROMAN,JULIACA
TOTAL DE VOTOS VÁLIDOS,24007.0,84.38,200800,PERÚ,PUNO,SANDIA,TODOS
VOTOS EN BLANCO,332.0,1.167,200800,PERÚ,PUNO,SANDIA,TODOS
VOTOS NULOS,4112.0,14.453,200800,PERÚ,PUNO,SANDIA,TODOS
TOTAL DE VOTOS EMITIDOS,28451.0,100.0,200800,PERÚ,PUNO,SANDIA,TODOS
TOTAL DE VOTOS VÁLIDOS,2378.0,86.757,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
VOTOS EN BLANCO,17.0,0.62,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
VOTOS NULOS,346.0,12.623,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
TOTAL DE VOTOS EMITIDOS,2741.0,100.0,200811,PERÚ,PUNO,SANDIA,ALTO INAMBARI
TOTAL DE VOTOS VÁLIDOS,3114.0,83.845,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
VOTOS EN BLANCO,32.0,0.862,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
VOTOS NULOS,568.0,15.293,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
TOTAL DE VOTOS EMITIDOS,3714.0,100.0,200803,PERÚ,PUNO,SANDIA,CUYOCUYO
TOTAL DE VOTOS VÁLIDOS,1493.0,89.994,200804,PERÚ,PUNO,SANDIA,LIMBANI
VOTOS EN BLANCO,19.0,1.145,200804,PERÚ,PUNO,SANDIA,LIMBANI
VOTOS NULOS,147.0,8.861,200804,PERÚ,PUNO,SANDIA,LIMBANI
TOTAL DE VOTOS EMITIDOS,1659.0,100.0,200804,PERÚ,PUNO,SANDIA,LIMBANI
TOTAL DE VOTOS VÁLIDOS,2052.0,84.828,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
VOTOS EN BLANCO,33.0,1.364,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
VOTOS NULOS,334.0,13.807,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
TOTAL DE VOTOS EMITIDOS,2419.0,100.0,200806,PERÚ,PUNO,SANDIA,PATAMBUCO
TOTAL DE VOTOS VÁLIDOS,2154.0,85.375,200805,PERÚ,PUNO,SANDIA,PHARA
VOTOS EN BLANCO,34.0,1.348,200805,PERÚ,PUNO,SANDIA,PHARA
VOTOS NULOS,335.0,13.278,200805,PERÚ,PUNO,SANDIA,PHARA
TOTAL DE VOTOS EMITIDOS,2523.0,100.0,200805,PERÚ,PUNO,SANDIA,PHARA
TOTAL DE VOTOS VÁLIDOS,962.0,83.871,200807,PERÚ,PUNO,SANDIA,QUIACA
VOTOS EN BLANCO,26.0,2.267,200807,PERÚ,PUNO,SANDIA,QUIACA
VOTOS NULOS,159.0,13.862,200807,PERÚ,PUNO,SANDIA,QUIACA
TOTAL DE VOTOS EMITIDOS,1147.0,100.0,200807,PERÚ,PUNO,SANDIA,QUIACA
TOTAL DE VOTOS VÁLIDOS,2011.0,88.047,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
VOTOS EN BLANCO,24.0,1.051,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
VOTOS NULOS,249.0,10.902,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
TOTAL DE VOTOS EMITIDOS,2284.0,100.0,200808,PERÚ,PUNO,SANDIA,SAN JUAN DEL ORO
TOTAL DE VOTOS VÁLIDOS,2941.0,78.805,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
VOTOS EN BLANCO,33.0,0.884,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
VOTOS NULOS,758.0,20.311,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
TOTAL DE VOTOS EMITIDOS,3732.0,100.0,200812,PERÚ,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO
TOTAL DE VOTOS VÁLIDOS,5650.0,82.254,200801,PERÚ,PUNO,SANDIA,SANDIA
VOTOS EN BLANCO,107.0,1.558,200801,PERÚ,PUNO,SANDIA,SANDIA
VOTOS NULOS,1112.0,16.189,200801,PERÚ,PUNO,SANDIA,SANDIA
TOTAL DE VOTOS EMITIDOS,6869.0,100.0,200801,PERÚ,PUNO,SANDIA,SANDIA
TOTAL DE VOTOS VÁLIDOS,1252.0,91.856,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
VOTOS EN BLANCO,7.0,0.514,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
VOTOS NULOS,104.0,7.63,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
TOTAL DE VOTOS EMITIDOS,1363.0,100.0,200810,PERÚ,PUNO,SANDIA,YANAHUAYA
TOTAL DE VOTOS VÁLIDOS,17242.0,80.819,201000,PERÚ,PUNO,YUNGUYO,TODOS
VOTOS EN BLANCO,304.0,1.425,201000,PERÚ,PUNO,YUNGUYO,TODOS
VOTOS NULOS,3788.0,17.756,201000,PERÚ,PUNO,YUNGUYO,TODOS
TOTAL DE VOTOS EMITIDOS,21334.0,100.0,201000,PERÚ,PUNO,YUNGUYO,TODOS
TOTAL DE VOTOS VÁLIDOS,510.0,85.142,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
VOTOS EN BLANCO,7.0,1.169,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
VOTOS NULOS,82.0,13.689,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
TOTAL DE VOTOS EMITIDOS,599.0,100.0,201003,PERÚ,PUNO,YUNGUYO,ANAPIA
TOTAL DE VOTOS VÁLIDOS,2053.0,72.853,201004,PERÚ,PUNO,YUNGUYO,COPANI
VOTOS EN BLANCO,43.0,1.526,201004,PERÚ,PUNO,YUNGUYO,COPANI
VOTOS NULOS,722.0,25.621,201004,PERÚ,PUNO,YUNGUYO,COPANI
TOTAL DE VOTOS EMITIDOS,2818.0,100.0,201004,PERÚ,PUNO,YUNGUYO,COPANI
TOTAL DE VOTOS VÁLIDOS,591.0,81.63,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
VOTOS EN BLANCO,14.0,1.934,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
VOTOS NULOS,119.0,16.436,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
TOTAL DE VOTOS EMITIDOS,724.0,100.0,201005,PERÚ,PUNO,YUNGUYO,CUTURAPI
TOTAL DE VOTOS VÁLIDOS,1056.0,84.412,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
VOTOS EN BLANCO,26.0,2.078,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
VOTOS NULOS,169.0,13.509,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
TOTAL DE VOTOS EMITIDOS,1251.0,100.0,201006,PERÚ,PUNO,YUNGUYO,OLLARAYA
TOTAL DE VOTOS VÁLIDOS,334.0,93.296,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
VOTOS EN BLANCO,3.0,0.838,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
VOTOS NULOS,21.0,5.866,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
TOTAL DE VOTOS EMITIDOS,358.0,100.0,201007,PERÚ,PUNO,YUNGUYO,TINICACHI
TOTAL DE VOTOS VÁLIDOS,584.0,84.884,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
VOTOS EN BLANCO,11.0,1.599,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
VOTOS NULOS,93.0,13.517,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
TOTAL DE VOTOS EMITIDOS,688.0,100.0,201002,PERÚ,PUNO,YUNGUYO,UNICACHI
TOTAL DE VOTOS VÁLIDOS,12114.0,81.324,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
VOTOS EN BLANCO,200.0,1.343,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
VOTOS NULOS,2582.0,17.334,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
TOTAL DE VOTOS EMITIDOS,14896.0,100.0,201001,PERÚ,PUNO,YUNGUYO,YUNGUYO
TOTAL DE VOTOS VÁLIDOS,408297.0,93.194,210000,PERÚ,SAN MARTIN,TODOS,TODOS
VOTOS EN BLANCO,4279.0,0.977,210000,PERÚ,SAN MARTIN,TODOS,TODOS
VOTOS NULOS,25537.0,5.829,210000,PERÚ,SAN MARTIN,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,438113.0,100.0,210000,PERÚ,SAN MARTIN,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,408297.0,93.194,,PERÚ,SAN MARTIN,TODOS,TODOS
VOTOS EN BLANCO,4279.0,0.977,,PERÚ,SAN MARTIN,TODOS,TODOS
VOTOS NULOS,25537.0,5.829,,PERÚ,SAN MARTIN,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,438113.0,100.0,,PERÚ,SAN MARTIN,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,24773.0,92.821,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
VOTOS EN BLANCO,295.0,1.105,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
VOTOS NULOS,1621.0,6.074,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
TOTAL DE VOTOS EMITIDOS,26689.0,100.0,210700,PERÚ,SAN MARTIN,BELLAVISTA,TODOS
TOTAL DE VOTOS VÁLIDOS,2892.0,88.386,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
VOTOS EN BLANCO,44.0,1.345,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
VOTOS NULOS,336.0,10.269,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
TOTAL DE VOTOS EMITIDOS,3272.0,100.0,210704,PERÚ,SAN MARTIN,BELLAVISTA,ALTO BIAVO
TOTAL DE VOTOS VÁLIDOS,4935.0,94.305,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
VOTOS EN BLANCO,61.0,1.166,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
VOTOS NULOS,237.0,4.529,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
TOTAL DE VOTOS EMITIDOS,5233.0,100.0,210706,PERÚ,SAN MARTIN,BELLAVISTA,BAJO BIAVO
TOTAL DE VOTOS VÁLIDOS,8345.0,92.2,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
VOTOS EN BLANCO,86.0,0.95,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
VOTOS NULOS,620.0,6.85,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
TOTAL DE VOTOS EMITIDOS,9051.0,100.0,210701,PERÚ,SAN MARTIN,BELLAVISTA,BELLAVISTA
TOTAL DE VOTOS VÁLIDOS,1139.0,92.677,210705,PERÚ,SAN MARTIN,BELLAVISTA,HUALLAGA
VOTOS EN BLANCO,14.0,1.139,210705,PERÚ,SAN MARTIN,BELLAVISTA,HUALLAGA
VOTOS NULOS,76.0,6.184,210705,PERÚ,SAN MARTIN,BELLAVISTA,HUALLAGA
TOTAL DE VOTOS EMITIDOS,1229.0,100.0,210705,PERÚ,SAN MARTIN,BELLAVISTA,HUALLAGA
TOTAL DE VOTOS VÁLIDOS,4624.0,93.812,210703,PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO
VOTOS EN BLANCO,71.0,1.44,210703,PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO
VOTOS NULOS,234.0,4.747,210703,PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO
TOTAL DE VOTOS EMITIDOS,4929.0,100.0,210703,PERÚ,SAN MARTIN,BELLAVISTA,SAN PABLO
TOTAL DE VOTOS VÁLIDOS,2838.0,95.395,210702,PERÚ,SAN MARTIN,BELLAVISTA,SAN RAFAEL
VOTOS EN BLANCO,19.0,0.639,210702,PERÚ,SAN MARTIN,BELLAVISTA,SAN RAFAEL
VOTOS NULOS,118.0,3.966,210702,PERÚ,SAN MARTIN,BELLAVISTA,SAN RAFAEL
TOTAL DE VOTOS EMITIDOS,2975.0,100.0,210702,PERÚ,SAN MARTIN,BELLAVISTA,SAN RAFAEL
TOTAL DE VOTOS VÁLIDOS,16865.0,88.861,211000,PERÚ,SAN MARTIN,EL DORADO,TODOS
VOTOS EN BLANCO,296.0,1.56,211000,PERÚ,SAN MARTIN,EL DORADO,TODOS
VOTOS NULOS,1818.0,9.579,211000,PERÚ,SAN MARTIN,EL DORADO,TODOS
TOTAL DE VOTOS EMITIDOS,18979.0,100.0,211000,PERÚ,SAN MARTIN,EL DORADO,TODOS
TOTAL DE VOTOS VÁLIDOS,1332.0,93.605,211002,PERÚ,SAN MARTIN,EL DORADO,AGUA BLANCA
VOTOS EN BLANCO,16.0,1.124,211002,PERÚ,SAN MARTIN,EL DORADO,AGUA BLANCA
VOTOS NULOS,75.0,5.271,211002,PERÚ,SAN MARTIN,EL DORADO,AGUA BLANCA
TOTAL DE VOTOS EMITIDOS,1423.0,100.0,211002,PERÚ,SAN MARTIN,EL DORADO,AGUA BLANCA
TOTAL DE VOTOS VÁLIDOS,7530.0,88.266,211001,PERÚ,SAN MARTIN,EL DORADO,SAN JOSE DE SISA
VOTOS EN BLANCO,148.0,1.735,211001,PERÚ,SAN MARTIN,EL DORADO,SAN JOSE DE SISA
VOTOS NULOS,853.0,9.999,211001,PERÚ,SAN MARTIN,EL DORADO,SAN JOSE DE SISA
TOTAL DE VOTOS EMITIDOS,8531.0,100.0,211001,PERÚ,SAN MARTIN,EL DORADO,SAN JOSE DE SISA
TOTAL DE VOTOS VÁLIDOS,3666.0,85.216,211004,PERÚ,SAN MARTIN,EL DORADO,SAN MARTIN
VOTOS EN BLANCO,73.0,1.697,211004,PERÚ,SAN MARTIN,EL DORADO,SAN MARTIN
VOTOS NULOS,563.0,13.087,211004,PERÚ,SAN MARTIN,EL DORADO,SAN MARTIN
TOTAL DE VOTOS EMITIDOS,4302.0,100.0,211004,PERÚ,SAN MARTIN,EL DORADO,SAN MARTIN
TOTAL DE VOTOS VÁLIDOS,3054.0,91.273,211005,PERÚ,SAN MARTIN,EL DORADO,SANTA ROSA
VOTOS EN BLANCO,46.0,1.375,211005,PERÚ,SAN MARTIN,EL DORADO,SANTA ROSA
VOTOS NULOS,246.0,7.352,211005,PERÚ,SAN MARTIN,EL DORADO,SANTA ROSA
TOTAL DE VOTOS EMITIDOS,3346.0,100.0,211005,PERÚ,SAN MARTIN,EL DORADO,SANTA ROSA
TOTAL DE VOTOS VÁLIDOS,1283.0,93.174,211003,PERÚ,SAN MARTIN,EL DORADO,SHATOJA
VOTOS EN BLANCO,13.0,0.944,211003,PERÚ,SAN MARTIN,EL DORADO,SHATOJA
VOTOS NULOS,81.0,5.882,211003,PERÚ,SAN MARTIN,EL DORADO,SHATOJA
TOTAL DE VOTOS EMITIDOS,1377.0,100.0,211003,PERÚ,SAN MARTIN,EL DORADO,SHATOJA
TOTAL DE VOTOS VÁLIDOS,14327.0,93.457,210200,PERÚ,SAN MARTIN,HUALLAGA,TODOS
VOTOS EN BLANCO,138.0,0.9,210200,PERÚ,SAN MARTIN,HUALLAGA,TODOS
VOTOS NULOS,865.0,5.643,210200,PERÚ,SAN MARTIN,HUALLAGA,TODOS
TOTAL DE VOTOS EMITIDOS,15330.0,100.0,210200,PERÚ,SAN MARTIN,HUALLAGA,TODOS
TOTAL DE VOTOS VÁLIDOS,1637.0,94.352,210205,PERÚ,SAN MARTIN,HUALLAGA,ALTO SAPOSOA
VOTOS EN BLANCO,12.0,0.692,210205,PERÚ,SAN MARTIN,HUALLAGA,ALTO SAPOSOA
VOTOS NULOS,86.0,4.957,210205,PERÚ,SAN MARTIN,HUALLAGA,ALTO SAPOSOA
TOTAL DE VOTOS EMITIDOS,1735.0,100.0,210205,PERÚ,SAN MARTIN,HUALLAGA,ALTO SAPOSOA
TOTAL DE VOTOS VÁLIDOS,1232.0,93.76,210206,PERÚ,SAN MARTIN,HUALLAGA,EL ESLABON
VOTOS EN BLANCO,8.0,0.609,210206,PERÚ,SAN MARTIN,HUALLAGA,EL ESLABON
VOTOS NULOS,74.0,5.632,210206,PERÚ,SAN MARTIN,HUALLAGA,EL ESLABON
TOTAL DE VOTOS EMITIDOS,1314.0,100.0,210206,PERÚ,SAN MARTIN,HUALLAGA,EL ESLABON
TOTAL DE VOTOS VÁLIDOS,2039.0,92.179,210202,PERÚ,SAN MARTIN,HUALLAGA,PISCOYACU
VOTOS EN BLANCO,25.0,1.13,210202,PERÚ,SAN MARTIN,HUALLAGA,PISCOYACU
VOTOS NULOS,148.0,6.691,210202,PERÚ,SAN MARTIN,HUALLAGA,PISCOYACU
TOTAL DE VOTOS EMITIDOS,2212.0,100.0,210202,PERÚ,SAN MARTIN,HUALLAGA,PISCOYACU
TOTAL DE VOTOS VÁLIDOS,1348.0,93.352,210203,PERÚ,SAN MARTIN,HUALLAGA,SACANCHE
VOTOS EN BLANCO,20.0,1.385,210203,PERÚ,SAN MARTIN,HUALLAGA,SACANCHE
VOTOS NULOS,76.0,5.263,210203,PERÚ,SAN MARTIN,HUALLAGA,SACANCHE
TOTAL DE VOTOS EMITIDOS,1444.0,100.0,210203,PERÚ,SAN MARTIN,HUALLAGA,SACANCHE
TOTAL DE VOTOS VÁLIDOS,7504.0,93.31,210201,PERÚ,SAN MARTIN,HUALLAGA,SAPOSOA
VOTOS EN BLANCO,71.0,0.883,210201,PERÚ,SAN MARTIN,HUALLAGA,SAPOSOA
VOTOS NULOS,467.0,5.807,210201,PERÚ,SAN MARTIN,HUALLAGA,SAPOSOA
TOTAL DE VOTOS EMITIDOS,8042.0,100.0,210201,PERÚ,SAN MARTIN,HUALLAGA,SAPOSOA
TOTAL DE VOTOS VÁLIDOS,567.0,97.256,210204,PERÚ,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA
VOTOS EN BLANCO,2.0,0.343,210204,PERÚ,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA
VOTOS NULOS,14.0,2.401,210204,PERÚ,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA
TOTAL DE VOTOS EMITIDOS,583.0,100.0,210204,PERÚ,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA
TOTAL DE VOTOS VÁLIDOS,41504.0,90.254,210300,PERÚ,SAN MARTIN,LAMAS,TODOS
VOTOS EN BLANCO,686.0,1.492,210300,PERÚ,SAN MARTIN,LAMAS,TODOS
VOTOS NULOS,3796.0,8.255,210300,PERÚ,SAN MARTIN,LAMAS,TODOS
TOTAL DE VOTOS EMITIDOS,45986.0,100.0,210300,PERÚ,SAN MARTIN,LAMAS,TODOS
TOTAL DE VOTOS VÁLIDOS,6401.0,90.461,210315,PERÚ,SAN MARTIN,LAMAS,ALONSO DE ALVARADO
VOTOS EN BLANCO,147.0,2.077,210315,PERÚ,SAN MARTIN,LAMAS,ALONSO DE ALVARADO
VOTOS NULOS,528.0,7.462,210315,PERÚ,SAN MARTIN,LAMAS,ALONSO DE ALVARADO
TOTAL DE VOTOS EMITIDOS,7076.0,100.0,210315,PERÚ,SAN MARTIN,LAMAS,ALONSO DE ALVARADO
TOTAL DE VOTOS VÁLIDOS,2860.0,90.822,210303,PERÚ,SAN MARTIN,LAMAS,BARRANQUITA
VOTOS EN BLANCO,43.0,1.366,210303,PERÚ,SAN MARTIN,LAMAS,BARRANQUITA
VOTOS NULOS,246.0,7.812,210303,PERÚ,SAN MARTIN,LAMAS,BARRANQUITA
TOTAL DE VOTOS EMITIDOS,3149.0,100.0,210303,PERÚ,SAN MARTIN,LAMAS,BARRANQUITA
TOTAL DE VOTOS VÁLIDOS,3706.0,88.554,210304,PERÚ,SAN MARTIN,LAMAS,CAYNARACHI
VOTOS EN BLANCO,45.0,1.075,210304,PERÚ,SAN MARTIN,LAMAS,CAYNARACHI
VOTOS NULOS,434.0,10.37,210304,PERÚ,SAN MARTIN,LAMAS,CAYNARACHI
TOTAL DE VOTOS EMITIDOS,4185.0,100.0,210304,PERÚ,SAN MARTIN,LAMAS,CAYNARACHI
TOTAL DE VOTOS VÁLIDOS,2674.0,94.122,210305,PERÚ,SAN MARTIN,LAMAS,CUÑUMBUQUI
VOTOS EN BLANCO,25.0,0.88,210305,PERÚ,SAN MARTIN,LAMAS,CUÑUMBUQUI
VOTOS NULOS,142.0,4.998,210305,PERÚ,SAN MARTIN,LAMAS,CUÑUMBUQUI
TOTAL DE VOTOS EMITIDOS,2841.0,100.0,210305,PERÚ,SAN MARTIN,LAMAS,CUÑUMBUQUI
TOTAL DE VOTOS VÁLIDOS,7816.0,89.122,210301,PERÚ,SAN MARTIN,LAMAS,LAMAS
VOTOS EN BLANCO,116.0,1.323,210301,PERÚ,SAN MARTIN,LAMAS,LAMAS
VOTOS NULOS,838.0,9.555,210301,PERÚ,SAN MARTIN,LAMAS,LAMAS
TOTAL DE VOTOS EMITIDOS,8770.0,100.0,210301,PERÚ,SAN MARTIN,LAMAS,LAMAS
TOTAL DE VOTOS VÁLIDOS,3658.0,90.054,210306,PERÚ,SAN MARTIN,LAMAS,PINTO RECODO
VOTOS EN BLANCO,61.0,1.502,210306,PERÚ,SAN MARTIN,LAMAS,PINTO RECODO
VOTOS NULOS,343.0,8.444,210306,PERÚ,SAN MARTIN,LAMAS,PINTO RECODO
TOTAL DE VOTOS EMITIDOS,4062.0,100.0,210306,PERÚ,SAN MARTIN,LAMAS,PINTO RECODO
TOTAL DE VOTOS VÁLIDOS,1962.0,91.256,210307,PERÚ,SAN MARTIN,LAMAS,RUMISAPA
VOTOS EN BLANCO,18.0,0.837,210307,PERÚ,SAN MARTIN,LAMAS,RUMISAPA
VOTOS NULOS,170.0,7.907,210307,PERÚ,SAN MARTIN,LAMAS,RUMISAPA
TOTAL DE VOTOS EMITIDOS,2150.0,100.0,210307,PERÚ,SAN MARTIN,LAMAS,RUMISAPA
TOTAL DE VOTOS VÁLIDOS,910.0,86.502,210316,PERÚ,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA
VOTOS EN BLANCO,18.0,1.711,210316,PERÚ,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA
VOTOS NULOS,124.0,11.787,210316,PERÚ,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA
TOTAL DE VOTOS EMITIDOS,1052.0,100.0,210316,PERÚ,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA
TOTAL DE VOTOS VÁLIDOS,1697.0,90.218,210311,PERÚ,SAN MARTIN,LAMAS,SHANAO
VOTOS EN BLANCO,40.0,2.127,210311,PERÚ,SAN MARTIN,LAMAS,SHANAO
VOTOS NULOS,144.0,7.656,210311,PERÚ,SAN MARTIN,LAMAS,SHANAO
TOTAL DE VOTOS EMITIDOS,1881.0,100.0,210311,PERÚ,SAN MARTIN,LAMAS,SHANAO
TOTAL DE VOTOS VÁLIDOS,6732.0,91.667,210313,PERÚ,SAN MARTIN,LAMAS,TABALOSOS
VOTOS EN BLANCO,116.0,1.58,210313,PERÚ,SAN MARTIN,LAMAS,TABALOSOS
VOTOS NULOS,496.0,6.754,210313,PERÚ,SAN MARTIN,LAMAS,TABALOSOS
TOTAL DE VOTOS EMITIDOS,7344.0,100.0,210313,PERÚ,SAN MARTIN,LAMAS,TABALOSOS
TOTAL DE VOTOS VÁLIDOS,3088.0,88.838,210314,PERÚ,SAN MARTIN,LAMAS,ZAPATERO
VOTOS EN BLANCO,57.0,1.64,210314,PERÚ,SAN MARTIN,LAMAS,ZAPATERO
VOTOS NULOS,331.0,9.522,210314,PERÚ,SAN MARTIN,LAMAS,ZAPATERO
TOTAL DE VOTOS EMITIDOS,3476.0,100.0,210314,PERÚ,SAN MARTIN,LAMAS,ZAPATERO
TOTAL DE VOTOS VÁLIDOS,29776.0,93.721,210400,PERÚ,SAN MARTIN,MARISCAL CACERES,TODOS
VOTOS EN BLANCO,299.0,0.941,210400,PERÚ,SAN MARTIN,MARISCAL CACERES,TODOS
VOTOS NULOS,1696.0,5.338,210400,PERÚ,SAN MARTIN,MARISCAL CACERES,TODOS
TOTAL DE VOTOS EMITIDOS,31771.0,100.0,210400,PERÚ,SAN MARTIN,MARISCAL CACERES,TODOS
TOTAL DE VOTOS VÁLIDOS,4861.0,91.769,210402,PERÚ,SAN MARTIN,MARISCAL CACERES,CAMPANILLA
VOTOS EN BLANCO,61.0,1.152,210402,PERÚ,SAN MARTIN,MARISCAL CACERES,CAMPANILLA
VOTOS NULOS,375.0,7.079,210402,PERÚ,SAN MARTIN,MARISCAL CACERES,CAMPANILLA
TOTAL DE VOTOS EMITIDOS,5297.0,100.0,210402,PERÚ,SAN MARTIN,MARISCAL CACERES,CAMPANILLA
TOTAL DE VOTOS VÁLIDOS,3554.0,92.915,210403,PERÚ,SAN MARTIN,MARISCAL CACERES,HUICUNGO
VOTOS EN BLANCO,48.0,1.255,210403,PERÚ,SAN MARTIN,MARISCAL CACERES,HUICUNGO
VOTOS NULOS,223.0,5.83,210403,PERÚ,SAN MARTIN,MARISCAL CACERES,HUICUNGO
TOTAL DE VOTOS EMITIDOS,3825.0,100.0,210403,PERÚ,SAN MARTIN,MARISCAL CACERES,HUICUNGO
TOTAL DE VOTOS VÁLIDOS,16167.0,94.738,210401,PERÚ,SAN MARTIN,MARISCAL CACERES,JUANJUI
VOTOS EN BLANCO,115.0,0.674,210401,PERÚ,SAN MARTIN,MARISCAL CACERES,JUANJUI
VOTOS NULOS,783.0,4.588,210401,PERÚ,SAN MARTIN,MARISCAL CACERES,JUANJUI
TOTAL DE VOTOS EMITIDOS,17065.0,100.0,210401,PERÚ,SAN MARTIN,MARISCAL CACERES,JUANJUI
TOTAL DE VOTOS VÁLIDOS,2578.0,92.7,210404,PERÚ,SAN MARTIN,MARISCAL CACERES,PACHIZA
VOTOS EN BLANCO,34.0,1.223,210404,PERÚ,SAN MARTIN,MARISCAL CACERES,PACHIZA
VOTOS NULOS,169.0,6.077,210404,PERÚ,SAN MARTIN,MARISCAL CACERES,PACHIZA
TOTAL DE VOTOS EMITIDOS,2781.0,100.0,210404,PERÚ,SAN MARTIN,MARISCAL CACERES,PACHIZA
TOTAL DE VOTOS VÁLIDOS,2616.0,93.329,210405,PERÚ,SAN MARTIN,MARISCAL CACERES,PAJARILLO
VOTOS EN BLANCO,41.0,1.463,210405,PERÚ,SAN MARTIN,MARISCAL CACERES,PAJARILLO
VOTOS NULOS,146.0,5.209,210405,PERÚ,SAN MARTIN,MARISCAL CACERES,PAJARILLO
TOTAL DE VOTOS EMITIDOS,2803.0,100.0,210405,PERÚ,SAN MARTIN,MARISCAL CACERES,PAJARILLO
TOTAL DE VOTOS VÁLIDOS,61137.0,92.535,210100,PERÚ,SAN MARTIN,MOYOBAMBA,TODOS
VOTOS EN BLANCO,649.0,0.982,210100,PERÚ,SAN MARTIN,MOYOBAMBA,TODOS
VOTOS NULOS,4283.0,6.483,210100,PERÚ,SAN MARTIN,MOYOBAMBA,TODOS
