party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
FUERZA POPULAR ,4270.0,59.888,57.969,130103,PERÚ,LAMBAYEQUE,CHICLAYO,ETEN
PERUANOS POR EL KAMBIO ,1099.0,66.646,65.378,130104,PERÚ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO
FUERZA POPULAR ,550.0,33.354,32.719,130104,PERÚ,LAMBAYEQUE,CHICLAYO,ETEN PUERTO
PERUANOS POR EL KAMBIO ,37094.0,37.751,35.822,130112,PERÚ,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ
FUERZA POPULAR ,61166.0,62.249,59.068,130112,PERÚ,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ
PERUANOS POR EL KAMBIO ,18955.0,38.829,36.859,130115,PERÚ,LAMBAYEQUE,CHICLAYO,LA VICTORIA
FUERZA POPULAR ,29861.0,61.171,58.066,130115,PERÚ,LAMBAYEQUE,CHICLAYO,LA VICTORIA
PERUANOS POR EL KAMBIO ,1913.0,38.207,36.06,130105,PERÚ,LAMBAYEQUE,CHICLAYO,LAGUNAS
FUERZA POPULAR ,3094.0,61.793,58.322,130105,PERÚ,LAMBAYEQUE,CHICLAYO,LAGUNAS
PERUANOS POR EL KAMBIO ,6080.0,29.329,27.91,130106,PERÚ,LAMBAYEQUE,CHICLAYO,MONSEFU
FUERZA POPULAR ,14650.0,70.671,67.251,130106,PERÚ,LAMBAYEQUE,CHICLAYO,MONSEFU
PERUANOS POR EL KAMBIO ,663.0,41.412,39.511,130107,PERÚ,LAMBAYEQUE,CHICLAYO,NUEVA ARICA
FUERZA POPULAR ,938.0,58.588,55.9,130107,PERÚ,LAMBAYEQUE,CHICLAYO,NUEVA ARICA
PERUANOS POR EL KAMBIO ,1833.0,40.58,38.614,130108,PERÚ,LAMBAYEQUE,CHICLAYO,OYOTUN
FUERZA POPULAR ,2684.0,59.42,56.541,130108,PERÚ,LAMBAYEQUE,CHICLAYO,OYOTUN
PERUANOS POR EL KAMBIO ,3794.0,30.83,29.073,130117,PERÚ,LAMBAYEQUE,CHICLAYO,PATAPO
FUERZA POPULAR ,8512.0,69.17,65.226,130117,PERÚ,LAMBAYEQUE,CHICLAYO,PATAPO
PERUANOS POR EL KAMBIO ,2000.0,41.059,37.092,130109,PERÚ,LAMBAYEQUE,CHICLAYO,PICSI
FUERZA POPULAR ,2871.0,58.941,53.246,130109,PERÚ,LAMBAYEQUE,CHICLAYO,PICSI
PERUANOS POR EL KAMBIO ,6747.0,45.061,43.197,130110,PERÚ,LAMBAYEQUE,CHICLAYO,PIMENTEL
FUERZA POPULAR ,8226.0,54.939,52.667,130110,PERÚ,LAMBAYEQUE,CHICLAYO,PIMENTEL
PERUANOS POR EL KAMBIO ,7499.0,54.313,49.44,130118,PERÚ,LAMBAYEQUE,CHICLAYO,POMALCA
FUERZA POPULAR ,6308.0,45.687,41.588,130118,PERÚ,LAMBAYEQUE,CHICLAYO,POMALCA
PERUANOS POR EL KAMBIO ,1604.0,32.582,31.158,130119,PERÚ,LAMBAYEQUE,CHICLAYO,PUCALA
FUERZA POPULAR ,3319.0,67.418,64.472,130119,PERÚ,LAMBAYEQUE,CHICLAYO,PUCALA
PERUANOS POR EL KAMBIO ,3331.0,39.401,37.486,130111,PERÚ,LAMBAYEQUE,CHICLAYO,REQUE
FUERZA POPULAR ,5123.0,60.599,57.652,130111,PERÚ,LAMBAYEQUE,CHICLAYO,REQUE
PERUANOS POR EL KAMBIO ,1954.0,29.841,28.131,130113,PERÚ,LAMBAYEQUE,CHICLAYO,SANTA ROSA
FUERZA POPULAR ,4594.0,70.159,66.139,130113,PERÚ,LAMBAYEQUE,CHICLAYO,SANTA ROSA
PERUANOS POR EL KAMBIO ,1727.0,36.488,32.365,130114,PERÚ,LAMBAYEQUE,CHICLAYO,SAÑA
FUERZA POPULAR ,3006.0,63.512,56.334,130114,PERÚ,LAMBAYEQUE,CHICLAYO,SAÑA
PERUANOS POR EL KAMBIO ,8352.0,51.934,47.994,130120,PERÚ,LAMBAYEQUE,CHICLAYO,TUMAN
FUERZA POPULAR ,7730.0,48.066,44.42,130120,PERÚ,LAMBAYEQUE,CHICLAYO,TUMAN
PERUANOS POR EL KAMBIO ,19476.0,38.398,35.695,130200,PERÚ,LAMBAYEQUE,FERREÑAFE,TODOS
FUERZA POPULAR ,31246.0,61.602,57.266,130200,PERÚ,LAMBAYEQUE,FERREÑAFE,TODOS
PERUANOS POR EL KAMBIO ,1876.0,48.727,41.523,130203,PERÚ,LAMBAYEQUE,FERREÑAFE,CAÑARIS
FUERZA POPULAR ,1974.0,51.273,43.692,130203,PERÚ,LAMBAYEQUE,FERREÑAFE,CAÑARIS
PERUANOS POR EL KAMBIO ,9241.0,44.473,42.306,130201,PERÚ,LAMBAYEQUE,FERREÑAFE,FERREÑAFE
FUERZA POPULAR ,11538.0,55.527,52.822,130201,PERÚ,LAMBAYEQUE,FERREÑAFE,FERREÑAFE
PERUANOS POR EL KAMBIO ,2393.0,41.531,35.872,130202,PERÚ,LAMBAYEQUE,FERREÑAFE,INCAHUASI
FUERZA POPULAR ,3369.0,58.469,50.502,130202,PERÚ,LAMBAYEQUE,FERREÑAFE,INCAHUASI
PERUANOS POR EL KAMBIO ,747.0,31.413,29.561,130206,PERÚ,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO
FUERZA POPULAR ,1631.0,68.587,64.543,130206,PERÚ,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO
PERUANOS POR EL KAMBIO ,2512.0,24.152,22.704,130204,PERÚ,LAMBAYEQUE,FERREÑAFE,PITIPO
FUERZA POPULAR ,7889.0,75.848,71.303,130204,PERÚ,LAMBAYEQUE,FERREÑAFE,PITIPO
PERUANOS POR EL KAMBIO ,2707.0,35.845,34.093,130205,PERÚ,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO
FUERZA POPULAR ,4845.0,64.155,61.02,130205,PERÚ,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO
PERUANOS POR EL KAMBIO ,52362.0,32.83,31.077,130300,PERÚ,LAMBAYEQUE,LAMBAYEQUE,TODOS
FUERZA POPULAR ,107134.0,67.17,63.584,130300,PERÚ,LAMBAYEQUE,LAMBAYEQUE,TODOS
PERUANOS POR EL KAMBIO ,341.0,29.473,27.412,130302,PERÚ,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE
FUERZA POPULAR ,816.0,70.527,65.595,130302,PERÚ,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE
PERUANOS POR EL KAMBIO ,1566.0,27.263,26.475,130303,PERÚ,LAMBAYEQUE,LAMBAYEQUE,ILLIMO
FUERZA POPULAR ,4178.0,72.737,70.634,130303,PERÚ,LAMBAYEQUE,LAMBAYEQUE,ILLIMO
PERUANOS POR EL KAMBIO ,3135.0,35.158,33.637,130304,PERÚ,LAMBAYEQUE,LAMBAYEQUE,JAYANCA
FUERZA POPULAR ,5782.0,64.842,62.039,130304,PERÚ,LAMBAYEQUE,LAMBAYEQUE,JAYANCA
PERUANOS POR EL KAMBIO ,18216.0,45.429,42.863,130301,PERÚ,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
FUERZA POPULAR ,21882.0,54.571,51.489,130301,PERÚ,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
PERUANOS POR EL KAMBIO ,3702.0,34.712,32.79,130305,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI
FUERZA POPULAR ,6963.0,65.288,61.674,130305,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI
PERUANOS POR EL KAMBIO ,3456.0,15.227,14.454,130306,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MORROPE
FUERZA POPULAR ,19241.0,84.773,80.469,130306,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MORROPE
PERUANOS POR EL KAMBIO ,5077.0,35.128,32.647,130307,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MOTUPE
FUERZA POPULAR ,9376.0,64.872,60.292,130307,PERÚ,LAMBAYEQUE,LAMBAYEQUE,MOTUPE
PERUANOS POR EL KAMBIO ,8434.0,36.833,34.822,130308,PERÚ,LAMBAYEQUE,LAMBAYEQUE,OLMOS
FUERZA POPULAR ,14464.0,63.167,59.719,130308,PERÚ,LAMBAYEQUE,LAMBAYEQUE,OLMOS
PERUANOS POR EL KAMBIO ,1287.0,29.471,28.373,130309,PERÚ,LAMBAYEQUE,LAMBAYEQUE,PACORA
FUERZA POPULAR ,3080.0,70.529,67.901,130309,PERÚ,LAMBAYEQUE,LAMBAYEQUE,PACORA
PERUANOS POR EL KAMBIO ,1858.0,26.99,24.94,130310,PERÚ,LAMBAYEQUE,LAMBAYEQUE,SALAS
FUERZA POPULAR ,5026.0,73.01,67.463,130310,PERÚ,LAMBAYEQUE,LAMBAYEQUE,SALAS
PERUANOS POR EL KAMBIO ,2276.0,27.451,26.401,130311,PERÚ,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE
FUERZA POPULAR ,6015.0,72.549,69.771,130311,PERÚ,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE
PERUANOS POR EL KAMBIO ,3014.0,22.619,21.626,130312,PERÚ,LAMBAYEQUE,LAMBAYEQUE,TUCUME
FUERZA POPULAR ,10311.0,77.381,73.983,130312,PERÚ,LAMBAYEQUE,LAMBAYEQUE,TUCUME
PERUANOS POR EL KAMBIO ,3128802.0,50.121,47.822,140000,PERÚ,LIMA,TODOS,TODOS
FUERZA POPULAR ,3113703.0,49.879,47.591,140000,PERÚ,LIMA,TODOS,TODOS
PERUANOS POR EL KAMBIO ,3128802.0,50.121,47.822,,PERÚ,LIMA,TODOS,TODOS
FUERZA POPULAR ,3113703.0,49.879,47.591,,PERÚ,LIMA,TODOS,TODOS
PERUANOS POR EL KAMBIO ,31769.0,37.968,35.91,140900,PERÚ,LIMA,BARRANCA,TODOS
FUERZA POPULAR ,51903.0,62.032,58.668,140900,PERÚ,LIMA,BARRANCA,TODOS
PERUANOS POR EL KAMBIO ,13859.0,35.772,33.812,140901,PERÚ,LIMA,BARRANCA,BARRANCA
FUERZA POPULAR ,24884.0,64.228,60.709,140901,PERÚ,LIMA,BARRANCA,BARRANCA
PERUANOS POR EL KAMBIO ,7685.0,52.112,49.789,140902,PERÚ,LIMA,BARRANCA,PARAMONGA
FUERZA POPULAR ,7062.0,47.888,45.753,140902,PERÚ,LIMA,BARRANCA,PARAMONGA
PERUANOS POR EL KAMBIO ,3482.0,33.452,31.634,140903,PERÚ,LIMA,BARRANCA,PATIVILCA
FUERZA POPULAR ,6927.0,66.548,62.933,140903,PERÚ,LIMA,BARRANCA,PATIVILCA
PERUANOS POR EL KAMBIO ,4007.0,30.409,28.402,140904,PERÚ,LIMA,BARRANCA,SUPE
FUERZA POPULAR ,9170.0,69.591,64.999,140904,PERÚ,LIMA,BARRANCA,SUPE
PERUANOS POR EL KAMBIO ,2736.0,41.48,39.481,140905,PERÚ,LIMA,BARRANCA,SUPE PUERTO
FUERZA POPULAR ,3860.0,58.52,55.7,140905,PERÚ,LIMA,BARRANCA,SUPE PUERTO
PERUANOS POR EL KAMBIO ,927.0,29.271,27.329,140200,PERÚ,LIMA,CAJATAMBO,TODOS
FUERZA POPULAR ,2240.0,70.729,66.038,140200,PERÚ,LIMA,CAJATAMBO,TODOS
PERUANOS POR EL KAMBIO ,381.0,39.117,35.641,140201,PERÚ,LIMA,CAJATAMBO,CAJATAMBO
FUERZA POPULAR ,593.0,60.883,55.472,140201,PERÚ,LIMA,CAJATAMBO,CAJATAMBO
PERUANOS POR EL KAMBIO ,65.0,21.452,19.578,140205,PERÚ,LIMA,CAJATAMBO,COPA
FUERZA POPULAR ,238.0,78.548,71.687,140205,PERÚ,LIMA,CAJATAMBO,COPA
PERUANOS POR EL KAMBIO ,122.0,16.644,15.783,140206,PERÚ,LIMA,CAJATAMBO,GORGOR
FUERZA POPULAR ,611.0,83.356,79.043,140206,PERÚ,LIMA,CAJATAMBO,GORGOR
PERUANOS POR EL KAMBIO ,195.0,37.428,34.698,140207,PERÚ,LIMA,CAJATAMBO,HUANCAPON
FUERZA POPULAR ,326.0,62.572,58.007,140207,PERÚ,LIMA,CAJATAMBO,HUANCAPON
PERUANOS POR EL KAMBIO ,164.0,25.786,25.0,140208,PERÚ,LIMA,CAJATAMBO,MANAS
FUERZA POPULAR ,472.0,74.214,71.951,140208,PERÚ,LIMA,CAJATAMBO,MANAS
PERUANOS POR EL KAMBIO ,3195.0,36.506,35.141,140300,PERÚ,LIMA,CANTA,TODOS
FUERZA POPULAR ,5557.0,63.494,61.12,140300,PERÚ,LIMA,CANTA,TODOS
PERUANOS POR EL KAMBIO ,138.0,27.6,27.165,140302,PERÚ,LIMA,CANTA,ARAHUAY
FUERZA POPULAR ,362.0,72.4,71.26,140302,PERÚ,LIMA,CANTA,ARAHUAY
PERUANOS POR EL KAMBIO ,993.0,42.82,41.306,140301,PERÚ,LIMA,CANTA,CANTA
FUERZA POPULAR ,1326.0,57.18,55.158,140301,PERÚ,LIMA,CANTA,CANTA
PERUANOS POR EL KAMBIO ,145.0,23.425,23.052,140303,PERÚ,LIMA,CANTA,HUAMANTANGA
FUERZA POPULAR ,474.0,76.575,75.358,140303,PERÚ,LIMA,CANTA,HUAMANTANGA
PERUANOS POR EL KAMBIO ,207.0,31.034,30.087,140304,PERÚ,LIMA,CANTA,HUAROS
FUERZA POPULAR ,460.0,68.966,66.86,140304,PERÚ,LIMA,CANTA,HUAROS
PERUANOS POR EL KAMBIO ,191.0,33.686,31.518,140305,PERÚ,LIMA,CANTA,LACHAQUI
FUERZA POPULAR ,376.0,66.314,62.046,140305,PERÚ,LIMA,CANTA,LACHAQUI
PERUANOS POR EL KAMBIO ,114.0,33.14,32.022,140306,PERÚ,LIMA,CANTA,SAN BUENAVENTURA
FUERZA POPULAR ,230.0,66.86,64.607,140306,PERÚ,LIMA,CANTA,SAN BUENAVENTURA
PERUANOS POR EL KAMBIO ,1407.0,37.661,36.068,140307,PERÚ,LIMA,CANTA,SANTA ROSA DE QUIVES
FUERZA POPULAR ,2329.0,62.339,59.703,140307,PERÚ,LIMA,CANTA,SANTA ROSA DE QUIVES
PERUANOS POR EL KAMBIO ,55186.0,39.757,38.073,140400,PERÚ,LIMA,CAÑETE,TODOS
FUERZA POPULAR ,83621.0,60.243,57.691,140400,PERÚ,LIMA,CAÑETE,TODOS
PERUANOS POR EL KAMBIO ,2947.0,45.192,43.952,140416,PERÚ,LIMA,CAÑETE,ASIA
FUERZA POPULAR ,3574.0,54.808,53.304,140416,PERÚ,LIMA,CAÑETE,ASIA
PERUANOS POR EL KAMBIO ,533.0,33.459,31.954,140402,PERÚ,LIMA,CAÑETE,CALANGO
FUERZA POPULAR ,1060.0,66.541,63.549,140402,PERÚ,LIMA,CAÑETE,CALANGO
PERUANOS POR EL KAMBIO ,1763.0,37.375,35.855,140403,PERÚ,LIMA,CAÑETE,CERRO AZUL
FUERZA POPULAR ,2954.0,62.625,60.077,140403,PERÚ,LIMA,CAÑETE,CERRO AZUL
PERUANOS POR EL KAMBIO ,4114.0,42.443,40.992,140405,PERÚ,LIMA,CAÑETE,CHILCA
FUERZA POPULAR ,5579.0,57.557,55.59,140405,PERÚ,LIMA,CAÑETE,CHILCA
PERUANOS POR EL KAMBIO ,429.0,35.338,34.43,140404,PERÚ,LIMA,CAÑETE,COAYLLO
FUERZA POPULAR ,785.0,64.662,63.002,140404,PERÚ,LIMA,CAÑETE,COAYLLO
PERUANOS POR EL KAMBIO ,9265.0,37.428,35.865,140406,PERÚ,LIMA,CAÑETE,IMPERIAL
FUERZA POPULAR ,15489.0,62.572,59.958,140406,PERÚ,LIMA,CAÑETE,IMPERIAL
PERUANOS POR EL KAMBIO ,883.0,30.106,29.267,140407,PERÚ,LIMA,CAÑETE,LUNAHUANA
FUERZA POPULAR ,2050.0,69.894,67.948,140407,PERÚ,LIMA,CAÑETE,LUNAHUANA
PERUANOS POR EL KAMBIO ,8635.0,46.103,44.115,140408,PERÚ,LIMA,CAÑETE,MALA
FUERZA POPULAR ,10095.0,53.897,51.574,140408,PERÚ,LIMA,CAÑETE,MALA
PERUANOS POR EL KAMBIO ,3932.0,31.843,30.358,140409,PERÚ,LIMA,CAÑETE,NUEVO IMPERIAL
FUERZA POPULAR ,8416.0,68.157,64.978,140409,PERÚ,LIMA,CAÑETE,NUEVO IMPERIAL
PERUANOS POR EL KAMBIO ,369.0,34.615,31.087,140410,PERÚ,LIMA,CAÑETE,PACARAN
FUERZA POPULAR ,697.0,65.385,58.719,140410,PERÚ,LIMA,CAÑETE,PACARAN
PERUANOS POR EL KAMBIO ,3391.0,35.676,34.426,140411,PERÚ,LIMA,CAÑETE,QUILMANA
FUERZA POPULAR ,6114.0,64.324,62.071,140411,PERÚ,LIMA,CAÑETE,QUILMANA
PERUANOS POR EL KAMBIO ,1271.0,49.359,47.496,140412,PERÚ,LIMA,CAÑETE,SAN ANTONIO
FUERZA POPULAR ,1304.0,50.641,48.729,140412,PERÚ,LIMA,CAÑETE,SAN ANTONIO
PERUANOS POR EL KAMBIO ,2902.0,35.373,33.326,140413,PERÚ,LIMA,CAÑETE,SAN LUIS
FUERZA POPULAR ,5302.0,64.627,60.887,140413,PERÚ,LIMA,CAÑETE,SAN LUIS
PERUANOS POR EL KAMBIO ,13441.0,41.732,39.815,140401,PERÚ,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
FUERZA POPULAR ,18767.0,58.268,55.591,140401,PERÚ,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
PERUANOS POR EL KAMBIO ,939.0,52.08,50.894,140414,PERÚ,LIMA,CAÑETE,SANTA CRUZ DE FLORES
FUERZA POPULAR ,864.0,47.92,46.829,140414,PERÚ,LIMA,CAÑETE,SANTA CRUZ DE FLORES
PERUANOS POR EL KAMBIO ,372.0,39.449,38.193,140415,PERÚ,LIMA,CAÑETE,ZUÑIGA
FUERZA POPULAR ,571.0,60.551,58.624,140415,PERÚ,LIMA,CAÑETE,ZUÑIGA
PERUANOS POR EL KAMBIO ,39152.0,35.362,33.279,140800,PERÚ,LIMA,HUARAL,TODOS
FUERZA POPULAR ,71565.0,64.638,60.83,140800,PERÚ,LIMA,HUARAL,TODOS
PERUANOS POR EL KAMBIO ,99.0,19.88,19.565,140802,PERÚ,LIMA,HUARAL,ATAVILLOS ALTO
FUERZA POPULAR ,399.0,80.12,78.854,140802,PERÚ,LIMA,HUARAL,ATAVILLOS ALTO
PERUANOS POR EL KAMBIO ,227.0,34.084,33.333,140803,PERÚ,LIMA,HUARAL,ATAVILLOS BAJO
FUERZA POPULAR ,439.0,65.916,64.464,140803,PERÚ,LIMA,HUARAL,ATAVILLOS BAJO
PERUANOS POR EL KAMBIO ,2389.0,26.241,24.79,140804,PERÚ,LIMA,HUARAL,AUCALLAMA
FUERZA POPULAR ,6715.0,73.759,69.679,140804,PERÚ,LIMA,HUARAL,AUCALLAMA
PERUANOS POR EL KAMBIO ,12439.0,37.512,35.416,140805,PERÚ,LIMA,HUARAL,CHANCAY
FUERZA POPULAR ,20721.0,62.488,58.996,140805,PERÚ,LIMA,HUARAL,CHANCAY
PERUANOS POR EL KAMBIO ,23021.0,36.549,34.227,140801,PERÚ,LIMA,HUARAL,HUARAL
FUERZA POPULAR ,39966.0,63.451,59.42,140801,PERÚ,LIMA,HUARAL,HUARAL
PERUANOS POR EL KAMBIO ,312.0,21.879,21.196,140806,PERÚ,LIMA,HUARAL,IHUARI
FUERZA POPULAR ,1114.0,78.121,75.679,140806,PERÚ,LIMA,HUARAL,IHUARI
PERUANOS POR EL KAMBIO ,128.0,30.476,29.493,140807,PERÚ,LIMA,HUARAL,LAMPIAN
FUERZA POPULAR ,292.0,69.524,67.281,140807,PERÚ,LIMA,HUARAL,LAMPIAN
PERUANOS POR EL KAMBIO ,80.0,14.134,13.652,140808,PERÚ,LIMA,HUARAL,PACARAOS
FUERZA POPULAR ,486.0,85.866,82.935,140808,PERÚ,LIMA,HUARAL,PACARAOS
PERUANOS POR EL KAMBIO ,162.0,27.09,26.341,140809,PERÚ,LIMA,HUARAL,SAN MIGUEL DE ACOS
FUERZA POPULAR ,436.0,72.91,70.894,140809,PERÚ,LIMA,HUARAL,SAN MIGUEL DE ACOS
PERUANOS POR EL KAMBIO ,44.0,18.033,17.188,140811,PERÚ,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA
FUERZA POPULAR ,200.0,81.967,78.125,140811,PERÚ,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA
PERUANOS POR EL KAMBIO ,125.0,19.32,18.713,140812,PERÚ,LIMA,HUARAL,SUMBILCA
FUERZA POPULAR ,522.0,80.68,78.144,140812,PERÚ,LIMA,HUARAL,SUMBILCA
PERUANOS POR EL KAMBIO ,126.0,31.421,30.732,140810,PERÚ,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE
FUERZA POPULAR ,275.0,68.579,67.073,140810,PERÚ,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE
PERUANOS POR EL KAMBIO ,22870.0,38.38,36.782,140600,PERÚ,LIMA,HUAROCHIRI,TODOS
FUERZA POPULAR ,36719.0,61.62,59.056,140600,PERÚ,LIMA,HUAROCHIRI,TODOS
PERUANOS POR EL KAMBIO ,353.0,32.179,31.047,140602,PERÚ,LIMA,HUAROCHIRI,ANTIOQUIA
FUERZA POPULAR ,744.0,67.821,65.435,140602,PERÚ,LIMA,HUAROCHIRI,ANTIOQUIA
PERUANOS POR EL KAMBIO ,324.0,45.188,44.323,140603,PERÚ,LIMA,HUAROCHIRI,CALLAHUANCA
FUERZA POPULAR ,393.0,54.812,53.762,140603,PERÚ,LIMA,HUAROCHIRI,CALLAHUANCA
PERUANOS POR EL KAMBIO ,201.0,50.125,47.857,140604,PERÚ,LIMA,HUAROCHIRI,CARAMPOMA
FUERZA POPULAR ,200.0,49.875,47.619,140604,PERÚ,LIMA,HUAROCHIRI,CARAMPOMA
PERUANOS POR EL KAMBIO ,401.0,51.018,48.962,140605,PERÚ,LIMA,HUAROCHIRI,CASTA
FUERZA POPULAR ,385.0,48.982,47.009,140605,PERÚ,LIMA,HUAROCHIRI,CASTA
PERUANOS POR EL KAMBIO ,787.0,46.131,44.615,140607,PERÚ,LIMA,HUAROCHIRI,CHICLA
FUERZA POPULAR ,919.0,53.869,52.098,140607,PERÚ,LIMA,HUAROCHIRI,CHICLA
PERUANOS POR EL KAMBIO ,190.0,40.86,39.916,140630,PERÚ,LIMA,HUAROCHIRI,HUACHUPAMPA
FUERZA POPULAR ,275.0,59.14,57.773,140630,PERÚ,LIMA,HUAROCHIRI,HUACHUPAMPA
PERUANOS POR EL KAMBIO ,226.0,47.379,45.657,140608,PERÚ,LIMA,HUAROCHIRI,HUANZA
FUERZA POPULAR ,251.0,52.621,50.707,140608,PERÚ,LIMA,HUAROCHIRI,HUANZA
PERUANOS POR EL KAMBIO ,261.0,34.162,32.707,140609,PERÚ,LIMA,HUAROCHIRI,HUAROCHIRI
FUERZA POPULAR ,503.0,65.838,63.033,140609,PERÚ,LIMA,HUAROCHIRI,HUAROCHIRI
PERUANOS POR EL KAMBIO ,147.0,37.789,35.854,140610,PERÚ,LIMA,HUAROCHIRI,LAHUAYTAMBO
FUERZA POPULAR ,242.0,62.211,59.024,140610,PERÚ,LIMA,HUAROCHIRI,LAHUAYTAMBO
PERUANOS POR EL KAMBIO ,238.0,42.883,41.248,140611,PERÚ,LIMA,HUAROCHIRI,LANGA
FUERZA POPULAR ,317.0,57.117,54.939,140611,PERÚ,LIMA,HUAROCHIRI,LANGA
PERUANOS POR EL KAMBIO ,93.0,35.907,34.444,140631,PERÚ,LIMA,HUAROCHIRI,LARAOS
FUERZA POPULAR ,166.0,64.093,61.481,140631,PERÚ,LIMA,HUAROCHIRI,LARAOS
PERUANOS POR EL KAMBIO ,324.0,40.049,38.756,140612,PERÚ,LIMA,HUAROCHIRI,MARIATANA
FUERZA POPULAR ,485.0,59.951,58.014,140612,PERÚ,LIMA,HUAROCHIRI,MARIATANA
PERUANOS POR EL KAMBIO ,1557.0,40.888,38.857,140601,PERÚ,LIMA,HUAROCHIRI,MATUCANA
FUERZA POPULAR ,2251.0,59.112,56.177,140601,PERÚ,LIMA,HUAROCHIRI,MATUCANA
PERUANOS POR EL KAMBIO ,1902.0,42.665,41.098,140613,PERÚ,LIMA,HUAROCHIRI,RICARDO PALMA
FUERZA POPULAR ,2556.0,57.335,55.229,140613,PERÚ,LIMA,HUAROCHIRI,RICARDO PALMA
PERUANOS POR EL KAMBIO ,351.0,36.0,34.821,140614,PERÚ,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA
FUERZA POPULAR ,624.0,64.0,61.905,140614,PERÚ,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA
PERUANOS POR EL KAMBIO ,6998.0,36.1,34.187,140615,PERÚ,LIMA,HUAROCHIRI,SAN ANTONIO
FUERZA POPULAR ,12387.0,63.9,60.513,140615,PERÚ,LIMA,HUAROCHIRI,SAN ANTONIO
PERUANOS POR EL KAMBIO ,465.0,45.903,44.034,140616,PERÚ,LIMA,HUAROCHIRI,SAN BARTOLOME
FUERZA POPULAR ,548.0,54.097,51.894,140616,PERÚ,LIMA,HUAROCHIRI,SAN BARTOLOME
PERUANOS POR EL KAMBIO ,163.0,16.944,16.565,140617,PERÚ,LIMA,HUAROCHIRI,SAN DAMIAN
FUERZA POPULAR ,799.0,83.056,81.199,140617,PERÚ,LIMA,HUAROCHIRI,SAN DAMIAN
PERUANOS POR EL KAMBIO ,133.0,36.24,34.726,140606,PERÚ,LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS
FUERZA POPULAR ,234.0,63.76,61.097,140606,PERÚ,LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS
PERUANOS POR EL KAMBIO ,131.0,49.81,47.122,140632,PERÚ,LIMA,HUAROCHIRI,SAN JUAN DE IRIS
FUERZA POPULAR ,132.0,50.19,47.482,140632,PERÚ,LIMA,HUAROCHIRI,SAN JUAN DE IRIS
PERUANOS POR EL KAMBIO ,62.0,32.292,30.846,140619,PERÚ,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE
FUERZA POPULAR ,130.0,67.708,64.677,140619,PERÚ,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE
PERUANOS POR EL KAMBIO ,293.0,40.865,39.488,140620,PERÚ,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI
FUERZA POPULAR ,424.0,59.135,57.143,140620,PERÚ,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI
PERUANOS POR EL KAMBIO ,983.0,29.405,28.526,140621,PERÚ,LIMA,HUAROCHIRI,SAN MATEO
FUERZA POPULAR ,2360.0,70.595,68.485,140621,PERÚ,LIMA,HUAROCHIRI,SAN MATEO
PERUANOS POR EL KAMBIO ,371.0,24.766,24.075,140622,PERÚ,LIMA,HUAROCHIRI,SAN MATEO DE OTAO
FUERZA POPULAR ,1127.0,75.234,73.134,140622,PERÚ,LIMA,HUAROCHIRI,SAN MATEO DE OTAO
PERUANOS POR EL KAMBIO ,53.0,42.742,41.085,140623,PERÚ,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE
FUERZA POPULAR ,71.0,57.258,55.039,140623,PERÚ,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE
PERUANOS POR EL KAMBIO ,80.0,24.615,23.392,140618,PERÚ,LIMA,HUAROCHIRI,SANGALLAYA
