party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
FUERZA POPULAR ,245.0,75.385,71.637,140618,PERÚ,LIMA,HUAROCHIRI,SANGALLAYA
PERUANOS POR EL KAMBIO ,575.0,36.232,35.19,140624,PERÚ,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
FUERZA POPULAR ,1012.0,63.768,61.934,140624,PERÚ,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
PERUANOS POR EL KAMBIO ,3746.0,46.978,45.456,140625,PERÚ,LIMA,HUAROCHIRI,SANTA EULALIA
FUERZA POPULAR ,4228.0,53.022,51.304,140625,PERÚ,LIMA,HUAROCHIRI,SANTA EULALIA
PERUANOS POR EL KAMBIO ,59.0,22.348,21.691,140626,PERÚ,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA
FUERZA POPULAR ,205.0,77.652,75.368,140626,PERÚ,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA
PERUANOS POR EL KAMBIO ,89.0,20.941,20.413,140627,PERÚ,LIMA,HUAROCHIRI,SANTIAGO DE TUNA
FUERZA POPULAR ,336.0,79.059,77.064,140627,PERÚ,LIMA,HUAROCHIRI,SANTIAGO DE TUNA
PERUANOS POR EL KAMBIO ,715.0,33.071,31.764,140628,PERÚ,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS
FUERZA POPULAR ,1447.0,66.929,64.283,140628,PERÚ,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS
PERUANOS POR EL KAMBIO ,599.0,45.31,42.939,140629,PERÚ,LIMA,HUAROCHIRI,SURCO
FUERZA POPULAR ,723.0,54.69,51.828,140629,PERÚ,LIMA,HUAROCHIRI,SURCO
PERUANOS POR EL KAMBIO ,52891.0,40.382,38.502,140500,PERÚ,LIMA,HUAURA,TODOS
FUERZA POPULAR ,78086.0,59.618,56.843,140500,PERÚ,LIMA,HUAURA,TODOS
PERUANOS POR EL KAMBIO ,163.0,14.764,14.273,140502,PERÚ,LIMA,HUAURA,AMBAR
FUERZA POPULAR ,941.0,85.236,82.399,140502,PERÚ,LIMA,HUAURA,AMBAR
PERUANOS POR EL KAMBIO ,937.0,26.202,25.256,140504,PERÚ,LIMA,HUAURA,CALETA DE CARQUIN
FUERZA POPULAR ,2639.0,73.798,71.132,140504,PERÚ,LIMA,HUAURA,CALETA DE CARQUIN
PERUANOS POR EL KAMBIO ,81.0,18.75,17.419,140505,PERÚ,LIMA,HUAURA,CHECRAS
FUERZA POPULAR ,351.0,81.25,75.484,140505,PERÚ,LIMA,HUAURA,CHECRAS
PERUANOS POR EL KAMBIO ,19403.0,48.75,46.614,140501,PERÚ,LIMA,HUAURA,HUACHO
FUERZA POPULAR ,20398.0,51.25,49.004,140501,PERÚ,LIMA,HUAURA,HUACHO
PERUANOS POR EL KAMBIO ,6942.0,42.443,40.592,140506,PERÚ,LIMA,HUAURA,HUALMAY
FUERZA POPULAR ,9414.0,57.557,55.046,140506,PERÚ,LIMA,HUAURA,HUALMAY
PERUANOS POR EL KAMBIO ,7994.0,38.673,36.416,140507,PERÚ,LIMA,HUAURA,HUAURA
FUERZA POPULAR ,12677.0,61.327,57.749,140507,PERÚ,LIMA,HUAURA,HUAURA
PERUANOS POR EL KAMBIO ,146.0,12.696,12.426,140508,PERÚ,LIMA,HUAURA,LEONCIO PRADO
FUERZA POPULAR ,1004.0,87.304,85.447,140508,PERÚ,LIMA,HUAURA,LEONCIO PRADO
PERUANOS POR EL KAMBIO ,200.0,24.155,22.831,140509,PERÚ,LIMA,HUAURA,PACCHO
FUERZA POPULAR ,628.0,75.845,71.689,140509,PERÚ,LIMA,HUAURA,PACCHO
PERUANOS POR EL KAMBIO ,112.0,17.445,16.893,140511,PERÚ,LIMA,HUAURA,SANTA LEONOR
FUERZA POPULAR ,530.0,82.555,79.94,140511,PERÚ,LIMA,HUAURA,SANTA LEONOR
PERUANOS POR EL KAMBIO ,7972.0,38.395,36.877,140512,PERÚ,LIMA,HUAURA,SANTA MARIA
FUERZA POPULAR ,12791.0,61.605,59.168,140512,PERÚ,LIMA,HUAURA,SANTA MARIA
PERUANOS POR EL KAMBIO ,5190.0,40.124,37.961,140513,PERÚ,LIMA,HUAURA,SAYAN
FUERZA POPULAR ,7745.0,59.876,56.649,140513,PERÚ,LIMA,HUAURA,SAYAN
PERUANOS POR EL KAMBIO ,3751.0,29.491,28.053,140516,PERÚ,LIMA,HUAURA,VEGUETA
FUERZA POPULAR ,8968.0,70.509,67.071,140516,PERÚ,LIMA,HUAURA,VEGUETA
PERUANOS POR EL KAMBIO ,2914613.0,51.274,48.936,140100,PERÚ,LIMA,LIMA,TODOS
FUERZA POPULAR ,2769750.0,48.726,46.504,140100,PERÚ,LIMA,LIMA,TODOS
PERUANOS POR EL KAMBIO ,9985.0,38.763,37.145,140102,PERÚ,LIMA,LIMA,ANCON
FUERZA POPULAR ,15774.0,61.237,58.681,140102,PERÚ,LIMA,LIMA,ANCON
PERUANOS POR EL KAMBIO ,144519.0,43.397,41.35,140103,PERÚ,LIMA,LIMA,ATE
FUERZA POPULAR ,188499.0,56.603,53.934,140103,PERÚ,LIMA,LIMA,ATE
PERUANOS POR EL KAMBIO ,22250.0,61.923,58.258,140125,PERÚ,LIMA,LIMA,BARRANCO
FUERZA POPULAR ,13682.0,38.077,35.824,140125,PERÚ,LIMA,LIMA,BARRANCO
PERUANOS POR EL KAMBIO ,51399.0,61.041,58.785,140104,PERÚ,LIMA,LIMA,BREÑA
FUERZA POPULAR ,32805.0,38.959,37.519,140104,PERÚ,LIMA,LIMA,BREÑA
PERUANOS POR EL KAMBIO ,66402.0,44.623,42.561,140105,PERÚ,LIMA,LIMA,CARABAYLLO
FUERZA POPULAR ,82406.0,55.377,52.819,140105,PERÚ,LIMA,LIMA,CARABAYLLO
PERUANOS POR EL KAMBIO ,14922.0,49.181,45.283,140107,PERÚ,LIMA,LIMA,CHACLACAYO
FUERZA POPULAR ,15419.0,50.819,46.791,140107,PERÚ,LIMA,LIMA,CHACLACAYO
PERUANOS POR EL KAMBIO ,95963.0,49.652,47.25,140108,PERÚ,LIMA,LIMA,CHORRILLOS
FUERZA POPULAR ,97307.0,50.348,47.912,140108,PERÚ,LIMA,LIMA,CHORRILLOS
PERUANOS POR EL KAMBIO ,6223.0,43.161,38.513,140139,PERÚ,LIMA,LIMA,CIENEGUILLA
FUERZA POPULAR ,8195.0,56.839,50.718,140139,PERÚ,LIMA,LIMA,CIENEGUILLA
PERUANOS POR EL KAMBIO ,161402.0,48.372,46.067,140106,PERÚ,LIMA,LIMA,COMAS
FUERZA POPULAR ,172267.0,51.628,49.168,140106,PERÚ,LIMA,LIMA,COMAS
PERUANOS POR EL KAMBIO ,54876.0,42.746,40.87,140135,PERÚ,LIMA,LIMA,EL AGUSTINO
FUERZA POPULAR ,73500.0,57.254,54.74,140135,PERÚ,LIMA,LIMA,EL AGUSTINO
PERUANOS POR EL KAMBIO ,64635.0,46.963,44.629,140134,PERÚ,LIMA,LIMA,INDEPENDENCIA
FUERZA POPULAR ,72994.0,53.037,50.401,140134,PERÚ,LIMA,LIMA,INDEPENDENCIA
PERUANOS POR EL KAMBIO ,60569.0,68.198,65.931,140133,PERÚ,LIMA,LIMA,JESUS MARIA
FUERZA POPULAR ,28245.0,31.802,30.746,140133,PERÚ,LIMA,LIMA,JESUS MARIA
PERUANOS POR EL KAMBIO ,82307.0,65.973,64.165,140110,PERÚ,LIMA,LIMA,LA MOLINA
FUERZA POPULAR ,42451.0,34.027,33.094,140110,PERÚ,LIMA,LIMA,LA MOLINA
PERUANOS POR EL KAMBIO ,80301.0,49.843,47.618,140109,PERÚ,LIMA,LIMA,LA VICTORIA
FUERZA POPULAR ,80806.0,50.157,47.918,140109,PERÚ,LIMA,LIMA,LA VICTORIA
PERUANOS POR EL KAMBIO ,139677.0,55.912,53.479,140101,PERÚ,LIMA,LIMA,LIMA
FUERZA POPULAR ,110141.0,44.088,42.171,140101,PERÚ,LIMA,LIMA,LIMA
PERUANOS POR EL KAMBIO ,42854.0,65.701,62.108,140111,PERÚ,LIMA,LIMA,LINCE
FUERZA POPULAR ,22372.0,34.299,32.424,140111,PERÚ,LIMA,LIMA,LINCE
PERUANOS POR EL KAMBIO ,131333.0,55.414,53.31,140142,PERÚ,LIMA,LIMA,LOS OLIVOS
FUERZA POPULAR ,105670.0,44.586,42.893,140142,PERÚ,LIMA,LIMA,LOS OLIVOS
PERUANOS POR EL KAMBIO ,45499.0,46.444,44.108,140112,PERÚ,LIMA,LIMA,LURIGANCHO
FUERZA POPULAR ,52466.0,53.556,50.862,140112,PERÚ,LIMA,LIMA,LURIGANCHO
PERUANOS POR EL KAMBIO ,16517.0,38.044,34.485,140113,PERÚ,LIMA,LIMA,LURIN
FUERZA POPULAR ,26899.0,61.956,56.161,140113,PERÚ,LIMA,LIMA,LURIN
PERUANOS POR EL KAMBIO ,34744.0,66.655,63.415,140114,PERÚ,LIMA,LIMA,MAGDALENA DEL MAR
FUERZA POPULAR ,17381.0,33.345,31.724,140114,PERÚ,LIMA,LIMA,MAGDALENA DEL MAR
PERUANOS POR EL KAMBIO ,71976.0,70.542,68.939,140115,PERÚ,LIMA,LIMA,MIRAFLORES
FUERZA POPULAR ,30057.0,29.458,28.789,140115,PERÚ,LIMA,LIMA,MIRAFLORES
PERUANOS POR EL KAMBIO ,17826.0,38.233,33.751,140116,PERÚ,LIMA,LIMA,PACHACAMAC
FUERZA POPULAR ,28799.0,61.767,54.527,140116,PERÚ,LIMA,LIMA,PACHACAMAC
PERUANOS POR EL KAMBIO ,2680.0,36.823,33.412,140118,PERÚ,LIMA,LIMA,PUCUSANA
FUERZA POPULAR ,4598.0,63.177,57.325,140118,PERÚ,LIMA,LIMA,PUCUSANA
PERUANOS POR EL KAMBIO ,52452.0,68.422,65.402,140117,PERÚ,LIMA,LIMA,PUEBLO LIBRE
FUERZA POPULAR ,24208.0,31.578,30.185,140117,PERÚ,LIMA,LIMA,PUEBLO LIBRE
PERUANOS POR EL KAMBIO ,68646.0,40.788,38.899,140119,PERÚ,LIMA,LIMA,PUENTE PIEDRA
FUERZA POPULAR ,99655.0,59.212,56.47,140119,PERÚ,LIMA,LIMA,PUENTE PIEDRA
PERUANOS POR EL KAMBIO ,2310.0,52.097,48.085,140120,PERÚ,LIMA,LIMA,PUNTA HERMOSA
FUERZA POPULAR ,2124.0,47.903,44.213,140120,PERÚ,LIMA,LIMA,PUNTA HERMOSA
PERUANOS POR EL KAMBIO ,2191.0,50.368,45.971,140121,PERÚ,LIMA,LIMA,PUNTA NEGRA
FUERZA POPULAR ,2159.0,49.632,45.3,140121,PERÚ,LIMA,LIMA,PUNTA NEGRA
PERUANOS POR EL KAMBIO ,69063.0,50.726,48.231,140122,PERÚ,LIMA,LIMA,RIMAC
FUERZA POPULAR ,67087.0,49.274,46.851,140122,PERÚ,LIMA,LIMA,RIMAC
PERUANOS POR EL KAMBIO ,2085.0,48.387,43.987,140123,PERÚ,LIMA,LIMA,SAN BARTOLO
FUERZA POPULAR ,2224.0,51.613,46.92,140123,PERÚ,LIMA,LIMA,SAN BARTOLO
PERUANOS POR EL KAMBIO ,69413.0,69.596,67.856,140140,PERÚ,LIMA,LIMA,SAN BORJA
FUERZA POPULAR ,30324.0,30.404,29.644,140140,PERÚ,LIMA,LIMA,SAN BORJA
PERUANOS POR EL KAMBIO ,40537.0,70.532,68.045,140124,PERÚ,LIMA,LIMA,SAN ISIDRO
FUERZA POPULAR ,16936.0,29.468,28.429,140124,PERÚ,LIMA,LIMA,SAN ISIDRO
PERUANOS POR EL KAMBIO ,264607.0,45.37,43.274,140137,PERÚ,LIMA,LIMA,SAN JUAN DE LURIGANCHO
FUERZA POPULAR ,318615.0,54.63,52.106,140137,PERÚ,LIMA,LIMA,SAN JUAN DE LURIGANCHO
PERUANOS POR EL KAMBIO ,123048.0,47.322,44.997,140136,PERÚ,LIMA,LIMA,SAN JUAN DE MIRAFLORES
FUERZA POPULAR ,136974.0,52.678,50.09,140136,PERÚ,LIMA,LIMA,SAN JUAN DE MIRAFLORES
PERUANOS POR EL KAMBIO ,26511.0,55.804,52.418,140138,PERÚ,LIMA,LIMA,SAN LUIS
FUERZA POPULAR ,20996.0,44.196,41.514,140138,PERÚ,LIMA,LIMA,SAN LUIS
PERUANOS POR EL KAMBIO ,209170.0,52.303,50.085,140126,PERÚ,LIMA,LIMA,SAN MARTIN DE PORRES
FUERZA POPULAR ,190749.0,47.697,45.675,140126,PERÚ,LIMA,LIMA,SAN MARTIN DE PORRES
PERUANOS POR EL KAMBIO ,70424.0,65.973,63.075,140127,PERÚ,LIMA,LIMA,SAN MIGUEL
FUERZA POPULAR ,36323.0,34.027,32.532,140127,PERÚ,LIMA,LIMA,SAN MIGUEL
PERUANOS POR EL KAMBIO ,72034.0,48.192,46.19,140143,PERÚ,LIMA,LIMA,SANTA ANITA
FUERZA POPULAR ,77440.0,51.808,49.657,140143,PERÚ,LIMA,LIMA,SANTA ANITA
PERUANOS POR EL KAMBIO ,688.0,61.101,57.095,140128,PERÚ,LIMA,LIMA,SANTA MARIA DEL MAR
FUERZA POPULAR ,438.0,38.899,36.349,140128,PERÚ,LIMA,LIMA,SANTA MARIA DEL MAR
PERUANOS POR EL KAMBIO ,4261.0,40.062,38.491,140129,PERÚ,LIMA,LIMA,SANTA ROSA
FUERZA POPULAR ,6375.0,59.938,57.588,140129,PERÚ,LIMA,LIMA,SANTA ROSA
PERUANOS POR EL KAMBIO ,160377.0,64.751,62.86,140130,PERÚ,LIMA,LIMA,SANTIAGO DE SURCO
FUERZA POPULAR ,87307.0,35.249,34.22,140130,PERÚ,LIMA,LIMA,SANTIAGO DE SURCO
PERUANOS POR EL KAMBIO ,46008.0,61.599,57.939,140131,PERÚ,LIMA,LIMA,SURQUILLO
FUERZA POPULAR ,28682.0,38.401,36.12,140131,PERÚ,LIMA,LIMA,SURQUILLO
PERUANOS POR EL KAMBIO ,105090.0,41.371,39.287,140141,PERÚ,LIMA,LIMA,VILLA EL SALVADOR
FUERZA POPULAR ,148926.0,58.629,55.675,140141,PERÚ,LIMA,LIMA,VILLA EL SALVADOR
PERUANOS POR EL KAMBIO ,106839.0,41.683,39.742,140132,PERÚ,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
FUERZA POPULAR ,149475.0,58.317,55.602,140132,PERÚ,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
PERUANOS POR EL KAMBIO ,2816.0,31.758,30.211,141000,PERÚ,LIMA,OYON,TODOS
FUERZA POPULAR ,6051.0,68.242,64.918,141000,PERÚ,LIMA,OYON,TODOS
PERUANOS POR EL KAMBIO ,53.0,16.562,15.821,141004,PERÚ,LIMA,OYON,ANDAJES
FUERZA POPULAR ,267.0,83.438,79.701,141004,PERÚ,LIMA,OYON,ANDAJES
PERUANOS POR EL KAMBIO ,50.0,16.502,16.077,141003,PERÚ,LIMA,OYON,CAUJUL
FUERZA POPULAR ,253.0,83.498,81.35,141003,PERÚ,LIMA,OYON,CAUJUL
PERUANOS POR EL KAMBIO ,169.0,20.264,19.674,141006,PERÚ,LIMA,OYON,COCHAMARCA
FUERZA POPULAR ,665.0,79.736,77.416,141006,PERÚ,LIMA,OYON,COCHAMARCA
PERUANOS POR EL KAMBIO ,164.0,28.671,27.939,141002,PERÚ,LIMA,OYON,NAVAN
FUERZA POPULAR ,408.0,71.329,69.506,141002,PERÚ,LIMA,OYON,NAVAN
PERUANOS POR EL KAMBIO ,1993.0,38.49,36.309,141001,PERÚ,LIMA,OYON,OYON
FUERZA POPULAR ,3185.0,61.51,58.025,141001,PERÚ,LIMA,OYON,OYON
PERUANOS POR EL KAMBIO ,387.0,23.313,22.241,141005,PERÚ,LIMA,OYON,PACHANGARA
FUERZA POPULAR ,1273.0,76.687,73.161,141005,PERÚ,LIMA,OYON,PACHANGARA
PERUANOS POR EL KAMBIO ,5383.0,39.598,37.999,140700,PERÚ,LIMA,YAUYOS,TODOS
FUERZA POPULAR ,8211.0,60.402,57.963,140700,PERÚ,LIMA,YAUYOS,TODOS
PERUANOS POR EL KAMBIO ,180.0,65.217,63.604,140702,PERÚ,LIMA,YAUYOS,ALIS
FUERZA POPULAR ,96.0,34.783,33.922,140702,PERÚ,LIMA,YAUYOS,ALIS
PERUANOS POR EL KAMBIO ,320.0,41.237,39.604,140703,PERÚ,LIMA,YAUYOS,ALLAUCA
FUERZA POPULAR ,456.0,58.763,56.436,140703,PERÚ,LIMA,YAUYOS,ALLAUCA
PERUANOS POR EL KAMBIO ,93.0,28.44,27.273,140704,PERÚ,LIMA,YAUYOS,AYAVIRI
FUERZA POPULAR ,234.0,71.56,68.622,140704,PERÚ,LIMA,YAUYOS,AYAVIRI
PERUANOS POR EL KAMBIO ,98.0,32.343,31.013,140705,PERÚ,LIMA,YAUYOS,AZANGARO
FUERZA POPULAR ,205.0,67.657,64.873,140705,PERÚ,LIMA,YAUYOS,AZANGARO
PERUANOS POR EL KAMBIO ,136.0,38.857,37.778,140706,PERÚ,LIMA,YAUYOS,CACRA
FUERZA POPULAR ,214.0,61.143,59.444,140706,PERÚ,LIMA,YAUYOS,CACRA
PERUANOS POR EL KAMBIO ,52.0,43.333,40.945,140707,PERÚ,LIMA,YAUYOS,CARANIA
FUERZA POPULAR ,68.0,56.667,53.543,140707,PERÚ,LIMA,YAUYOS,CARANIA
PERUANOS POR EL KAMBIO ,317.0,36.86,35.419,140733,PERÚ,LIMA,YAUYOS,CATAHUASI
FUERZA POPULAR ,543.0,63.14,60.67,140733,PERÚ,LIMA,YAUYOS,CATAHUASI
PERUANOS POR EL KAMBIO ,284.0,39.888,38.904,140710,PERÚ,LIMA,YAUYOS,CHOCOS
FUERZA POPULAR ,428.0,60.112,58.63,140710,PERÚ,LIMA,YAUYOS,CHOCOS
PERUANOS POR EL KAMBIO ,25.0,29.412,28.409,140708,PERÚ,LIMA,YAUYOS,COCHAS
FUERZA POPULAR ,60.0,70.588,68.182,140708,PERÚ,LIMA,YAUYOS,COCHAS
PERUANOS POR EL KAMBIO ,319.0,38.902,36.045,140709,PERÚ,LIMA,YAUYOS,COLONIA
FUERZA POPULAR ,501.0,61.098,56.61,140709,PERÚ,LIMA,YAUYOS,COLONIA
PERUANOS POR EL KAMBIO ,67.0,31.019,30.18,140730,PERÚ,LIMA,YAUYOS,HONGOS
FUERZA POPULAR ,149.0,68.981,67.117,140730,PERÚ,LIMA,YAUYOS,HONGOS
PERUANOS POR EL KAMBIO ,79.0,43.169,41.799,140711,PERÚ,LIMA,YAUYOS,HUAMPARA
FUERZA POPULAR ,104.0,56.831,55.026,140711,PERÚ,LIMA,YAUYOS,HUAMPARA
PERUANOS POR EL KAMBIO ,111.0,36.513,35.238,140712,PERÚ,LIMA,YAUYOS,HUANCAYA
FUERZA POPULAR ,193.0,63.487,61.27,140712,PERÚ,LIMA,YAUYOS,HUANCAYA
PERUANOS POR EL KAMBIO ,178.0,46.597,44.724,140713,PERÚ,LIMA,YAUYOS,HUANGASCAR
FUERZA POPULAR ,204.0,53.403,51.256,140713,PERÚ,LIMA,YAUYOS,HUANGASCAR
PERUANOS POR EL KAMBIO ,189.0,37.725,36.207,140714,PERÚ,LIMA,YAUYOS,HUANTAN
FUERZA POPULAR ,312.0,62.275,59.77,140714,PERÚ,LIMA,YAUYOS,HUANTAN
PERUANOS POR EL KAMBIO ,95.0,41.85,40.426,140715,PERÚ,LIMA,YAUYOS,HUAÑEC
FUERZA POPULAR ,132.0,58.15,56.17,140715,PERÚ,LIMA,YAUYOS,HUAÑEC
PERUANOS POR EL KAMBIO ,140.0,39.326,37.736,140716,PERÚ,LIMA,YAUYOS,LARAOS
FUERZA POPULAR ,216.0,60.674,58.221,140716,PERÚ,LIMA,YAUYOS,LARAOS
PERUANOS POR EL KAMBIO ,135.0,35.156,33.499,140717,PERÚ,LIMA,YAUYOS,LINCHA
FUERZA POPULAR ,249.0,64.844,61.787,140717,PERÚ,LIMA,YAUYOS,LINCHA
PERUANOS POR EL KAMBIO ,123.0,26.856,25.732,140731,PERÚ,LIMA,YAUYOS,MADEAN
FUERZA POPULAR ,335.0,73.144,70.084,140731,PERÚ,LIMA,YAUYOS,MADEAN
PERUANOS POR EL KAMBIO ,83.0,49.112,47.977,140718,PERÚ,LIMA,YAUYOS,MIRAFLORES
FUERZA POPULAR ,86.0,50.888,49.711,140718,PERÚ,LIMA,YAUYOS,MIRAFLORES
PERUANOS POR EL KAMBIO ,215.0,43.0,41.992,140719,PERÚ,LIMA,YAUYOS,OMAS
FUERZA POPULAR ,285.0,57.0,55.664,140719,PERÚ,LIMA,YAUYOS,OMAS
PERUANOS POR EL KAMBIO ,243.0,44.834,43.942,140732,PERÚ,LIMA,YAUYOS,PUTINZA
FUERZA POPULAR ,299.0,55.166,54.069,140732,PERÚ,LIMA,YAUYOS,PUTINZA
PERUANOS POR EL KAMBIO ,123.0,29.216,28.211,140720,PERÚ,LIMA,YAUYOS,QUINCHES
FUERZA POPULAR ,298.0,70.784,68.349,140720,PERÚ,LIMA,YAUYOS,QUINCHES
PERUANOS POR EL KAMBIO ,101.0,26.933,26.166,140721,PERÚ,LIMA,YAUYOS,QUINOCAY
FUERZA POPULAR ,274.0,73.067,70.984,140721,PERÚ,LIMA,YAUYOS,QUINOCAY
PERUANOS POR EL KAMBIO ,30.0,31.915,31.25,140722,PERÚ,LIMA,YAUYOS,SAN JOAQUIN
FUERZA POPULAR ,64.0,68.085,66.667,140722,PERÚ,LIMA,YAUYOS,SAN JOAQUIN
PERUANOS POR EL KAMBIO ,72.0,34.783,33.028,140723,PERÚ,LIMA,YAUYOS,SAN PEDRO DE PILAS
FUERZA POPULAR ,135.0,65.217,61.927,140723,PERÚ,LIMA,YAUYOS,SAN PEDRO DE PILAS
PERUANOS POR EL KAMBIO ,70.0,23.49,22.876,140724,PERÚ,LIMA,YAUYOS,TANTA
FUERZA POPULAR ,228.0,76.51,74.51,140724,PERÚ,LIMA,YAUYOS,TANTA
PERUANOS POR EL KAMBIO ,207.0,46.102,43.305,140725,PERÚ,LIMA,YAUYOS,TAURIPAMPA
FUERZA POPULAR ,242.0,53.898,50.628,140725,PERÚ,LIMA,YAUYOS,TAURIPAMPA
PERUANOS POR EL KAMBIO ,202.0,46.33,45.19,140727,PERÚ,LIMA,YAUYOS,TOMAS
FUERZA POPULAR ,234.0,53.67,52.349,140727,PERÚ,LIMA,YAUYOS,TOMAS
PERUANOS POR EL KAMBIO ,175.0,53.517,50.872,140726,PERÚ,LIMA,YAUYOS,TUPE
FUERZA POPULAR ,152.0,46.483,44.186,140726,PERÚ,LIMA,YAUYOS,TUPE
PERUANOS POR EL KAMBIO ,134.0,69.072,67.677,140729,PERÚ,LIMA,YAUYOS,VITIS
FUERZA POPULAR ,60.0,30.928,30.303,140729,PERÚ,LIMA,YAUYOS,VITIS
PERUANOS POR EL KAMBIO ,308.0,29.903,28.309,140728,PERÚ,LIMA,YAUYOS,VIÑAC
FUERZA POPULAR ,722.0,70.097,66.36,140728,PERÚ,LIMA,YAUYOS,VIÑAC
PERUANOS POR EL KAMBIO ,479.0,52.522,49.637,140701,PERÚ,LIMA,YAUYOS,YAUYOS
FUERZA POPULAR ,433.0,47.478,44.87,140701,PERÚ,LIMA,YAUYOS,YAUYOS
PERUANOS POR EL KAMBIO ,218224.0,53.853,50.774,150000,PERÚ,LORETO,TODOS,TODOS
FUERZA POPULAR ,186999.0,46.147,43.509,150000,PERÚ,LORETO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,218224.0,53.853,50.774,,PERÚ,LORETO,TODOS,TODOS
FUERZA POPULAR ,186999.0,46.147,43.509,,PERÚ,LORETO,TODOS,TODOS
PERUANOS POR EL KAMBIO ,32491.0,63.569,58.733,150200,PERÚ,LORETO,ALTO AMAZONAS,TODOS
FUERZA POPULAR ,18620.0,36.431,33.659,150200,PERÚ,LORETO,ALTO AMAZONAS,TODOS
PERUANOS POR EL KAMBIO ,3718.0,80.686,68.208,150202,PERÚ,LORETO,ALTO AMAZONAS,BALSAPUERTO
FUERZA POPULAR ,890.0,19.314,16.327,150202,PERÚ,LORETO,ALTO AMAZONAS,BALSAPUERTO
PERUANOS POR EL KAMBIO ,1112.0,73.642,67.558,150205,PERÚ,LORETO,ALTO AMAZONAS,JEBEROS
FUERZA POPULAR ,398.0,26.358,24.18,150205,PERÚ,LORETO,ALTO AMAZONAS,JEBEROS
PERUANOS POR EL KAMBIO ,3832.0,77.165,72.81,150206,PERÚ,LORETO,ALTO AMAZONAS,LAGUNAS
FUERZA POPULAR ,1134.0,22.835,21.547,150206,PERÚ,LORETO,ALTO AMAZONAS,LAGUNAS
PERUANOS POR EL KAMBIO ,1071.0,70.646,65.908,150210,PERÚ,LORETO,ALTO AMAZONAS,SANTA CRUZ
FUERZA POPULAR ,445.0,29.354,27.385,150210,PERÚ,LORETO,ALTO AMAZONAS,SANTA CRUZ
PERUANOS POR EL KAMBIO ,1666.0,61.521,56.475,150211,PERÚ,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
FUERZA POPULAR ,1042.0,38.479,35.322,150211,PERÚ,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
PERUANOS POR EL KAMBIO ,21092.0,58.911,54.949,150201,PERÚ,LORETO,ALTO AMAZONAS,YURIMAGUAS
FUERZA POPULAR ,14711.0,41.089,38.325,150201,PERÚ,LORETO,ALTO AMAZONAS,YURIMAGUAS
PERUANOS POR EL KAMBIO ,8706.0,55.126,50.856,150700,PERÚ,LORETO,DATEM DEL MARAÑON,TODOS
FUERZA POPULAR ,7087.0,44.874,41.398,150700,PERÚ,LORETO,DATEM DEL MARAÑON,TODOS
PERUANOS POR EL KAMBIO ,861.0,45.652,40.806,150702,PERÚ,LORETO,DATEM DEL MARAÑON,ANDOAS
FUERZA POPULAR ,1025.0,54.348,48.578,150702,PERÚ,LORETO,DATEM DEL MARAÑON,ANDOAS
PERUANOS POR EL KAMBIO ,3037.0,57.552,54.583,150701,PERÚ,LORETO,DATEM DEL MARAÑON,BARRANCA
FUERZA POPULAR ,2240.0,42.448,40.259,150701,PERÚ,LORETO,DATEM DEL MARAÑON,BARRANCA
PERUANOS POR EL KAMBIO ,1797.0,87.83,77.759,150703,PERÚ,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
FUERZA POPULAR ,249.0,12.17,10.775,150703,PERÚ,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
PERUANOS POR EL KAMBIO ,1314.0,43.11,39.306,150704,PERÚ,LORETO,DATEM DEL MARAÑON,MANSERICHE
FUERZA POPULAR ,1734.0,56.89,51.87,150704,PERÚ,LORETO,DATEM DEL MARAÑON,MANSERICHE
PERUANOS POR EL KAMBIO ,751.0,52.189,47.865,150705,PERÚ,LORETO,DATEM DEL MARAÑON,MORONA
FUERZA POPULAR ,688.0,47.811,43.85,150705,PERÚ,LORETO,DATEM DEL MARAÑON,MORONA
PERUANOS POR EL KAMBIO ,946.0,45.112,42.574,150706,PERÚ,LORETO,DATEM DEL MARAÑON,PASTAZA
FUERZA POPULAR ,1151.0,54.888,51.8,150706,PERÚ,LORETO,DATEM DEL MARAÑON,PASTAZA
PERUANOS POR EL KAMBIO ,11778.0,49.239,46.77,150300,PERÚ,LORETO,LORETO,TODOS
FUERZA POPULAR ,12142.0,50.761,48.215,150300,PERÚ,LORETO,LORETO,TODOS
PERUANOS POR EL KAMBIO ,7547.0,56.447,54.205,150301,PERÚ,LORETO,LORETO,NAUTA
FUERZA POPULAR ,5823.0,43.553,41.823,150301,PERÚ,LORETO,LORETO,NAUTA
